,name,candidate_id,state,incumbent_challenge_full,party_full,office_full,cycles,election_years,last_file_date,load_date
8680,"KAVOUKLIS, MICHAEL NICHOLAS",H4FL07012,FL,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990, 1992]",[1984],1984-07-14,2002-03-30T00:00:00
8681,"KAWANANAKOA, QUENTIN KUHIO",H8HI01127,HI,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2006, 2008]","[1998, 2006]",2006-03-10,2009-04-29T00:00:00
8682,"KAY, DAVID",H6WA05155,WA,Challenger,DEMOCRATIC PARTY,House,[2016],[2016],2016-01-14,2016-02-29T20:58:50
8683,"KAY, MORRIS",H2KS02044,KS,Challenger,REPUBLICAN PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994]",[1982],1982-07-02,2002-03-30T00:00:00
8684,"KAY, RICHARD B",P40000952,US,Challenger,DEMOCRATIC PARTY,President,"[1984, 1988]","[1984, 1988]",1987-09-30,2005-05-26T00:00:00
8685,"KAZA, ANDREW LEE",H4OR05189,OR,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2008]",[2004],2003-12-19,2005-03-02T00:00:00
8686,"KAZANOW, JEFFREY H",H2GA06115,GA,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014]",[2012],2012-10-22,2013-04-26T09:04:30
8687,"KEADLE, JOHN SCOTT",H8NC12010,NC,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2002, 2004]","[1998, 2000]",1999-07-30,2002-04-12T00:00:00
8688,"KEADLE, SCOTT",H0NC10151,NC,Challenger,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2012]",2011-08-01,2013-04-26T09:04:30
8689,"KEADY, JAMES",H8NJ04162,NJ,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-02-24,2017-09-09T04:22:54
8690,"KEALY, DWIGHT",H6CA36174,CA,Challenger,REPUBLICAN PARTY,House,[2016],[2016],2015-12-08,2016-01-11T21:02:02
8691,"KEANE, JAMES P",H6NY31016,NY,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988]",[1986],1986-10-14,2002-03-30T00:00:00
8692,"KEANE, TESEA CATHERINE",S4OR00123,OR,Challenger,GREEN PARTY,Senate,"[2004, 2006]",[2004],2004-11-18,2005-03-02T00:00:00
8693,"KEANE, THOMAS M JR",H8MA08048,MA,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012]",[1998],1997-07-28,2002-04-12T13:13:26
8694,"KEAN, JAMES M",H8WA08015,WA,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990]",[1988],1988-08-02,2002-03-30T00:00:00
8695,"KEAN, THOMAS H JR",H0NJ07089,NJ,Challenger,REPUBLICAN PARTY,House,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014]","[2000, 2008]",1999-12-20,2008-12-17T23:25:09
8696,"KEAN, THOMAS H JR",S6NJ00271,NJ,Challenger,REPUBLICAN PARTY,Senate,"[2006, 2008, 2010, 2012, 2014, 2016, 2018]",[2006],2006-06-04,2018-02-17T09:16:20
8697,"KEARNEY, HOWARD",H6LA01225,LA,Challenger,LIBERTARIAN PARTY,House,"[2016, 2018]","[2016, 2018]",2018-04-11,2018-07-17T21:11:36
8698,"KEARNEY, PHILIP FRENCH JR",H0OH13078,OH,Challenger,REFORM PARTY,House,"[1998, 2000]",[2000],1999-05-26,2002-04-07T00:00:00
8699,"KEARNS, MARY LOU",H6IL14087,IL,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996]",[1986],1986-01-10,2002-04-02T00:00:00
8700,"KEATING, CATHERINE HELLER",H2OK01069,OK,Open seat,REPUBLICAN PARTY,House,[2002],[2002],2001-04-11,2002-04-12T00:00:00
8701,"KEATING, FRANK",H4OK01024,OK,Challenger,REPUBLICAN PARTY,House,"[1984, 1986]",[1984],1986-02-21,2002-03-30T00:00:00
8702,"KEATING, WILLIAM RICHARD",H0MA10082,MA,Incumbent,DEMOCRATIC PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2012, 2014, 2016, 2018]",2017-06-13,2017-06-13T21:16:55
8703,"KEATLEY, RICHARD",H8GA06211,GA,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-01-10,2018-02-22T21:14:12
8704,"KECK, JIM",S2NE00011,NE,,REPUBLICAN PARTY,Senate,"[1982, 1984]",[1982],1981-06-04,2002-03-30T00:00:00
8705,"KEE, BILL",H2FL14210,FL,Open seat,NONE,House,[2012],[2012],2012-06-14,2012-07-18T22:13:00
8706,"KEEFE, JOSEPH F",H8NH01053,NH,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002]","[1988, 1990, 1996]",1996-05-10,2002-04-12T00:00:00
8707,"KEEFER, KRISSY",H6CA08165,CA,Challenger,GREEN PARTY,House,"[2006, 2008]",[2006],2006-08-15,2009-04-29T00:00:00
8708,"KEEFE, THOMAS P JR",H0WA05075,WA,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002]",[2000],2000-05-17,2002-04-12T00:00:00
8709,"KEEGAN, JOHN CHARLES",H2AZ02212,AZ,Open seat,REPUBLICAN PARTY,House,"[2002, 2004]",[2002],2002-06-26,2002-07-17T00:00:00
8710,"KEEGAN, TREVOR",H8KS03171,KS,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2018-06-14,2018-07-09T21:05:17
8711,"KEEHAN, VIRGINIA R",S2NM00039,NM,,DEMOCRATIC PARTY,Senate,"[1982, 1984]",[1982],1981-11-18,2002-03-30T00:00:00
8712,"KEELER, JONATHAN DAVID MR.",H8PA10212,PA,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-02-26,2018-02-28T21:14:39
8713,"KEELING, WILBUR L",S4IL00156,IL,,INDEPENDENT,Senate,[1984],[1984],1984-10-22,2002-03-30T00:00:00
8714,"KEELS, LAMAR",H6AR04027,AR,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994]",[1986],1986-05-12,2002-03-30T00:00:00
8715,"KEENAN, BOB",S6MT00204,MT,Challenger,REPUBLICAN PARTY,Senate,[2006],[2006],2006-04-11,2009-04-29T00:00:00
8716,"KEENAN, JAMES JR",H6NJ02194,NJ,Challenger,NO PARTY AFFILIATION,House,[2016],[2016],2016-05-09,2016-06-06T21:00:43
8717,"KEENAN, NANCY ANN",H0MT00017,MT,Open seat,DEMOCRATIC PARTY,House,"[2000, 2002, 2004]",[2000],1999-06-01,2002-04-12T00:00:00
8718,"KEET, JAMES HOLLAND III ""JIM KEET""",H0AR02065,AR,Challenger,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996, 1998, 2000]",[1990],1990-03-20,2002-04-07T00:00:00
8719,"KEEVER, PATRICIA R",H4NC11052,NC,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2012, 2014, 2016]","[2004, 2012]",2011-12-21,2013-04-26T09:04:30
8720,"KEFALAS, CHRYSOVALANTIS P",S6MD03466,MD,Open seat,REPUBLICAN PARTY,Senate,[2016],[2016],2015-06-09,2016-11-17T06:10:49
8721,"KEFOVER, SUSAN SULLIVAN",S8PA00023,PA,Challenger,DEMOCRATIC PARTY,Senate,"[1988, 1990]",[1988],1988-03-02,2002-03-30T00:00:00
8722,"KEHOE, CHRISTINE",H8CA49017,CA,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000, 2002]",[1998],1997-12-10,2002-04-12T00:00:00
8723,"KEIRSTEAD, HANS",H8CA48076,CA,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-09-24,2018-04-13T21:15:47
8724,"KEISER, MERRILL SAMUEL JR",S6OH00197,OH,Challenger,DEMOCRATIC PARTY,Senate,[2006],[2006],2006-04-03,2009-04-29T00:00:00
8725,"KEITH, JOSEPH MD",S4AL00034,AL,Challenger,REPUBLICAN PARTY,Senate,"[1984, 1986]",[1984],1983-11-02,2002-03-30T00:00:00
8726,"KEITH, PAM",H8FL18010,FL,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-07-02,2017-10-23T20:56:46
8727,"KEITH, PAMELA MICHELE",S6FL00285,FL,Challenger,DEMOCRATIC PARTY,Senate,"[2014, 2016, 2018]",[2016],2014-11-21,2018-02-17T09:16:20
8728,"KEITH, TOM",H4OK05041,OK,Challenger,INDEPENDENT,House,"[1994, 1996]",[1994],1994-10-06,2002-04-02T00:00:00
8729,"KEITH, WILLIAM EUGENE",H2FL05093,FL,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998]",[1992],1992-07-09,2002-04-03T00:00:00
8730,"KELIHER, BRIAN SAMUEL",H4CA52044,CA,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006]",[2004],2004-04-19,2005-03-02T00:00:00
8731,"KELLAM, PHILIP JEFFERSON",H6VA02099,VA,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008, 2010]",[2006],2005-11-29,2009-04-29T00:00:00
8732,"KELLEHER, BOB",S8MT00101,MT,Challenger,GREEN PARTY,Senate,"[1988, 1990, 1992, 1994, 1996, 2002]","[1988, 2002]",1988-03-21,2002-04-12T00:00:00
8733,"KELLEHER, CARRIE LUCILLE",H8TX30019,TX,Challenger,REPUBLICAN PARTY,House,"[1998, 2000]",[1998],1997-11-25,2002-04-07T00:00:00
8734,"KELLEHER, F. MICHAEL JR.",H0IL15038,IL,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002]","[2000, 2002]",2001-03-21,2002-04-12T00:00:00
8735,"KELLEMS, KEVIN S",H0IN09054,IN,Challenger,REPUBLICAN PARTY,House,"[2000, 2002, 2004]",[2000],1999-07-06,2002-04-12T00:00:00
8736,"KELLER, CRAIG",H4WA07073,WA,Challenger,REPUBLICAN PARTY,House,"[2014, 2016, 2018]","[2014, 2016, 2018]",2018-06-07,2018-10-19T21:11:18
8737,"KELLER, DOUGLAS FITZGERALD",H0OR00014,OR,Challenger,,House,[2010],[2010],2009-08-20,2010-01-20T21:54:56
8738,"KELLER, HARRY B",H2FL01050,FL,Challenger,DEMOCRATIC PARTY,House,[1992],[1992],1992-03-30,2002-03-30T00:00:00
8739,"KELLER, RICHARD ANTHONY",H0FL08042,FL,Challenger,REPUBLICAN PARTY,House,"[2000, 2002, 2004, 2006, 2008, 2010, 2016]","[2000, 2002, 2004, 2006, 2008, 2016]",2016-04-20,2016-09-23T21:01:38
8740,"KELLEY, CHESTER T (CATFISH)",H6LA04088,LA,Challenger,UNKNOWN,House,"[2006, 2008, 2010]","[2006, 2008]",2008-09-19,2009-04-29T00:00:00
8741,"KELLEY, DALE RUSSELL",S8TN00188,TN,Challenger,REPUBLICAN PARTY,Senate,[1988],[1988],1987-08-13,2005-05-26T00:00:00
8742,"KELLEY, DELORES G",H6MD07145,MD,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998]",[1996],1995-12-22,2002-04-03T00:00:00
8743,"KELLEY, EDGAR L",H0MA07021,MA,Challenger,REPUBLICAN PARTY,House,"[1990, 1992]",[1990],1990-09-06,2002-03-30T00:00:00
8744,"KELLEY, ELIZABETH",H6OH10055,OH,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998, 2000]","[1996, 1998]",1998-01-31,2002-04-07T00:00:00
8745,"KELLEY, GUY J",H6CO04103,CO,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998, 2000, 2002]",[1996],1995-09-06,2002-04-12T00:00:00
8746,"KELLEY, HENRY ARTHUR JR",H0FL01096,FL,Challenger,UNKNOWN,House,[2010],[2010],2009-10-20,2010-01-20T21:54:56
8747,"KELLEY, JOHN",H4TX10077,TX,Open seat,REPUBLICAN PARTY,House,[2004],[2004],2003-11-12,2005-05-25T00:00:00
8748,"KELLEY, KEVIN",H2MI11091,MI,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004, 2006]",[2002],2002-05-15,2006-06-16T00:00:00
8749,"KELLEY, MICHAEL J",H8KY04094,KY,Challenger,UNKNOWN,House,"[2008, 2010]",[2008],2008-06-09,2008-06-10T00:00:00
8750,"KELLEY, PATRICK J",H8IL22110,IL,Challenger,REPUBLICAN PARTY,House,"[1988, 1990]",[1988],1988-02-13,2002-03-30T00:00:00
8751,"KELLEY, ROBERT EDWARD",H4OH06041,OH,Challenger,REPUBLICAN PARTY,House,"[1994, 1996, 1998, 2000, 2002]","[1994, 1996]",1996-03-08,2002-04-12T00:00:00
8752,"KELLEY, ROBERT REED",H8CO03150,CO,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000, 2002]",[1998],1998-08-10,2002-04-12T00:00:00
8753,"KELLEY, SAM",H6AL07091,AL,Challenger,REPUBLICAN PARTY,House,"[1986, 1988]","[1986, 1988]",1986-05-12,2002-03-30T00:00:00
8754,"KELLEY, STEPHEN P",S8MN00412,MN,Challenger,DEMOCRATIC-FARM-LABOR,Senate,"[2000, 2002, 2004]",[2000],2002-03-26,2002-04-12T00:00:00
8755,"KELLEY, STEPHEN W",H2FL03023,FL,Challenger,REPUBLICAN PARTY,House,"[1992, 1994]",[1992],1992-07-16,2002-03-30T00:00:00
8756,"KELLEY, VELDIE ARVEL",S4IL00065,IL,,REPUBLICAN PARTY,Senate,[1984],[1984],1983-10-13,2002-03-30T00:00:00
8757,"KELLY, BRENDAN",H8IL12129,IL,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-09-24,2018-09-24T21:18:14
8758,"KELLY, CHARLIE",H4PA20079,PA,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996]",[1994],1993-05-19,2002-04-02T00:00:00
8759,"KELLY, DENNIS M",H2MA01145,MA,Challenger,UNKNOWN,House,"[1992, 1994, 1996]",[1992],1991-11-01,2002-04-02T00:00:00
8760,"KELLY, DORIS F",H4NY20113,NY,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006]",[2004],2004-08-10,2005-03-02T00:00:00
8761,"KELLY, EUGENE EDWARD (GENE)",S4TX00227,TX,Challenger,DEMOCRATIC PARTY,Senate,"[1994, 2000, 2002, 2006, 2008]","[1993, 2000, 2002, 2006, 2008]",1999-12-20,2008-04-04T00:00:00
8762,"KELLY, GEORGE J JR",H0PA03271,PA,Incumbent,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2012, 2014, 2016, 2018]",2018-07-06,2018-07-06T21:05:51
8763,"KELLY, JESSE",H0AZ08015,AZ,Challenger,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016]","[2010, 2012]",2012-05-25,2013-04-26T09:04:30
8764,"KELLY, JOHN",H8NJ03164,NJ,Open seat,REPUBLICAN PARTY,House,"[2008, 2010, 2012, 2014]",[2008],2008-01-12,2008-06-03T21:58:56
8765,"KELLY, JOHN",H6CA48161,CA,Challenger,REPUBLICAN PARTY,House,"[2006, 2008]",[2005],2005-09-15,2009-04-29T00:00:00
8766,"KELLY, JOHN F",S4MI00264,MI,Challenger,DEMOCRATIC PARTY,Senate,"[1994, 1996]",[1994],1994-02-28,2002-04-02T00:00:00
8767,"KELLY, JOHN FRANCIS",H2MI14020,MI,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]",[1992],1992-06-09,2002-03-30T00:00:00
8768,"KELLY, JOHN FRANCIS",H8CA40024,CA,Open seat,REPUBLICAN PARTY,House,[1988],[1988],1988-01-12,2005-05-26T00:00:00
8769,"KELLY, JOHN J",H0NM01130,NM,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002, 2004, 2006, 2008, 2010]",[2000],2002-03-15,2002-04-12T00:00:00
8770,"KELLY, JOHN P",H8TX28120,TX,Open seat,REPUBLICAN PARTY,House,[1998],[1998],1997-03-26,2002-04-03T00:00:00
8771,"KELLY, JOHN T",H6IL03122,IL,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008, 2010]",[2006],2006-03-31,2009-04-29T00:00:00
8772,"KELLY, JOHN TRENT TRENT",H6MS01131,MS,Incumbent,REPUBLICAN PARTY,House,"[2016, 2018]","[2016, 2018]",2017-05-08,2017-05-08T21:03:45
8773,"KELLY, KURT",H0FL08158,FL,Challenger,REPUBLICAN PARTY,House,"[2010, 2012]","[2010, 2012]",2011-01-12,2011-04-28T00:14:42
8774,"KELLY, LAURA JEANNE",H0KS02113,KS,Challenger,DEMOCRATIC PARTY,House,[2010],[2010],2009-10-07,2010-02-01T21:57:10
8775,"KELLY, LINDA ANN",H2MD02079,MD,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]",[1992],1992-01-31,2002-03-30T00:00:00
8776,"KELLY, LUKE C",H2PA18051,PA,Challenger,DEMOCRATIC PARTY,House,[1992],[1992],1992-03-12,2002-03-30T00:00:00
8777,"KELLY, MATTHEW EDWARD",H0TX12204,TX,Challenger,REPUBLICAN PARTY,House,[2010],[2010],2009-08-26,2010-01-20T21:54:56
8778,"KELLY, PATRICK D",H4MO02041,MO,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996, 1998, 2000]",[1994],1994-06-22,2002-04-07T00:00:00
8779,"KELLY, PETER ANTHONY",H6MO03184,MO,Challenger,REPUBLICAN PARTY,House,"[1996, 1998, 2000]",[1996],1995-11-28,2002-04-07T00:00:00
8780,"KELLY, ROBIN",H2IL02172,IL,Incumbent,DEMOCRATIC PARTY,House,"[2012, 2014, 2016, 2018]","[2013, 2014, 2016, 2018]",2016-12-16,2017-03-02T21:00:15
8781,"KELLY, RYAN JOHN",H0UT02161,UT,Challenger,INDEPENDENT,House,[2010],[2010],2009-11-18,2009-11-23T21:45:53
8782,"KELLY, SCOTT MATTHEW MD",H4TN07067,TN,Open seat,REPUBLICAN PARTY,House,[1994],[1994],1994-05-13,2002-03-30T00:00:00
8783,"KELLY, STEVEN DICKMAN",H4MT00035,MT,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996, 2002, 2004]","[1994, 2002]",2002-04-09,2002-08-16T00:00:00
8784,"KELLY, SUE W",H4NY19073,NY,Challenger,REPUBLICAN PARTY,House,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008]","[1994, 1996, 1998, 2000, 2002, 2004, 2006]",2006-08-30,2009-04-29T00:00:00
8785,"KELLY, TAVISH CORDERO",H4MS04098,MS,Challenger,REPUBLICAN PARTY,House,[2014],[2014],2013-07-13,2014-01-22T21:58:13
8786,"KELLY, WILLIAM G",H8NY05032,NY,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990]",[1988],1988-06-28,2002-03-30T00:00:00
8787,"KELLY, WILLIAM J",H4IL01212,IL,Challenger,REPUBLICAN PARTY,House,"[1994, 1996, 1998, 2000]",[1994],1994-01-31,2002-04-07T00:00:00
8788,"KELSEY, BRIAN",H6TN08151,TN,Open seat,REPUBLICAN PARTY,House,"[2016, 2018]",[2016],2016-02-02,2017-02-23T14:47:46
8789,"KELSEY, EASTON CLINT",H0AZ06043,AZ,Challenger,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]",[2010],2009-12-29,2009-12-31T21:34:59
8790,"KELSEY, RICHARD FRANKLIN",H0KS04044,KS,Open seat,REPUBLICAN PARTY,House,"[2010, 2012]",[2010],2009-03-30,2011-02-24T10:53:11
8791,"KELSO, LLOYD THOMAS",P60007267,US,Open seat,DEMOCRATIC PARTY,President,"[2016, 2018]",[2016],2015-05-05,2018-02-17T09:16:20
8792,"KELSON, SANFORD",H4PA18040,PA,Open seat,DEMOCRATIC PARTY,House,[1994],[1994],1993-03-15,2002-03-30T00:00:00
8793,"KEMPER, JOHN",H0KY06138,KY,Challenger,REPUBLICAN PARTY,House,[2010],[2010],2010-05-17,2010-05-17T22:08:48
8794,"KEMPER, NANCY JO",H6KY06127,KY,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]",[2016],2016-01-15,2017-02-23T14:47:46
8795,"KEMP, HILLERY THOMAS",H8TX22081,TX,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000]",[1998],1998-01-02,2002-04-07T00:00:00
8796,"KEMP, JACK (VICE-PRES)",P80000060,US,Challenger,REPUBLICAN PARTY,President,"[1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002]","[1988, 1996]",1996-08-13,2002-04-12T00:00:00
8797,"KEMPNER, PEGI",H2NY18046,NY,Challenger,UNKNOWN,House,"[1992, 1994]",[1992],1992-10-01,2002-03-30T00:00:00
8798,"KEMP, RENE D",H2GA01058,GA,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984]",[1982],1982-02-11,2002-03-30T00:00:00
8799,"KEMPTHORNE, DIRK",S2ID00020,ID,Challenger,REPUBLICAN PARTY,Senate,"[1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010]","[1992, 1998]",1997-04-09,2002-04-12T00:00:00
8800,"KENDALL, JASON H",H2FL07123,FL,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2016]",2016-03-07,2016-09-23T21:01:38
8801,"KENDALL, MICHAEL C",S2IN00026,IN,Challenger,DEMOCRATIC PARTY,Senate,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",[1982],1981-12-07,2002-04-02T00:00:00
8802,"KENDER, JEFF DARRELL",S6KY00138,KY,Challenger,DEMOCRATIC PARTY,Senate,[2016],[2016],2016-02-02,2016-11-17T06:10:49
8803,"KENDRICK, NATHAN PETTY",H8TX06092,TX,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990, 1992, 1994, 1996]",[1988],1988-02-25,2002-04-02T00:00:00
8804,"KENIMER, WILLIAM CURTIS",H2KY06159,KY,Challenger,REPUBLICAN PARTY,House,"[2012, 2014]",[2012],2012-04-26,2013-04-26T09:04:30
8805,"KENNEDY, BEVERLY",H2FL00193,FL,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998]","[1992, 1994, 1996]",1995-12-19,2002-04-03T00:00:00
8806,"KENNEDY, BRENDAN JOSEPH",H2CT06055,CT,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992]",[1982],1982-01-08,2002-03-30T00:00:00
8807,"KENNEDY, BRIAN M F",H6IA01122,IA,Open seat,REPUBLICAN PARTY,House,"[2006, 2008]",[2006],2005-04-04,2009-04-29T00:00:00
8808,"KENNEDY, BRIAN T",H4NJ03049,NJ,Challenger,UNKNOWN,House,"[1984, 1986, 1988, 1990, 2000, 2002]","[1984, 1986, 1988, 2000]",2000-06-05,2002-04-12T00:00:00
8809,"KENNEDY, BRIAN T",S4NJ00102,NJ,Challenger,REPUBLICAN PARTY,Senate,"[1994, 1996, 1998, 2000]",[1994],1994-04-29,2002-04-07T00:00:00
8810,"KENNEDY, BRYAN L MR",H4WI05057,WI,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2008]","[2004, 2006]",2005-03-07,2009-04-29T00:00:00
8811,"KENNEDY, CHRISTOPHER",H8CO03200,CO,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-10-15,2018-01-04T21:07:09
8812,"KENNEDY, DONALD G",H0FL12077,FL,Open seat,DEMOCRATIC PARTY,House,"[2000, 2002]",[2000],2000-02-11,2002-04-12T00:00:00
8813,"KENNEDY, ELLEN T",H4NY30039,NY,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996, 1998, 2000]",[1994],1993-12-30,2002-04-07T00:00:00
8814,"KENNEDY, GARY DEAN",S0CO00260,CO,Challenger,REPUBLICAN PARTY,Senate,[2010],[2010],2010-03-01,2010-03-04T21:57:31
8815,"KENNEDY, JOHN NEELY",S4LA00065,LA,Incumbent,REPUBLICAN PARTY,Senate,"[2004, 2006, 2008, 2010, 2012, 2016, 2018]","[2004, 2008, 2016, 2022]",2017-05-09,2018-02-17T09:16:20
8816,"KENNEDY, JOSEPH L",S0MA00141,MA,Open seat,INDEPENDENT,Senate,"[2010, 2012, 2014]",[2010],2009-10-13,2011-06-21T09:19:11
8817,"KENNEDY, JOSEPH P II",H6MA08141,MA,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1986, 1988, 1990, 1992, 1994, 1996, 1998]",1996-12-12,2002-04-12T13:13:26
8818,"KENNEDY, JOSEPH P III",H2MA04073,MA,Incumbent,DEMOCRATIC PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014, 2016, 2018]",2018-04-17,2018-04-17T21:13:11
8819,"KENNEDY, KIRSTEN HAGEN",H8MN08092,MN,Open seat,DEMOCRATIC-FARM-LABOR,House,[2018],[2018],2018-04-18,2018-04-27T00:10:45
8820,"KENNEDY, MARK RAYMOND",S6MN00275,MN,Open seat,REPUBLICAN PARTY,Senate,"[2006, 2008, 2010]",[2006],2007-09-10,2009-04-29T00:00:00
8821,"KENNEDY, MARK RAYMOND",H0MN02035,MN,Incumbent,REPUBLICAN PARTY,House,"[2000, 2002, 2004, 2006]","[2000, 2002, 2004, 2006]",2005-03-08,2009-04-29T00:00:00
8822,"KENNEDY, MICHAEL JOSEPH",H2IL10035,IL,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]",[1992],1992-05-20,2002-03-30T00:00:00
8823,"KENNEDY, MIKE",S8UT00242,UT,Open seat,REPUBLICAN PARTY,Senate,[2018],[2018],2018-03-21,2018-04-27T21:22:31
8824,"KENNEDY, PATRICK",H0AR02164,AR,Open seat,DEMOCRATIC PARTY,House,"[2010, 2012]",[2010],2010-03-11,2011-02-24T10:53:12
8825,"KENNEDY, PATRICK J",H4RI01034,RI,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012]","[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010]",2008-12-09,2011-02-24T10:53:11
8826,"KENNEDY, REBEKAH JEAN",S8AR00179,AR,Challenger,GREEN PARTY,Senate,"[2008, 2010]",[2008],2007-12-22,2008-04-04T00:00:00
8827,"KENNEDY, RICHARD",H8TX17149,TX,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-09-04,2018-02-06T21:17:45
8828,"KENNEDY, ROBERT JR",S8AL00365,AL,Challenger,DEMOCRATIC PARTY,Senate,[2018],[2018],2017-05-10,2018-02-20T21:22:21
8829,"KENNEDY, ROBERT JR.",H8AL01066,AL,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-01-31,2018-04-16T21:15:46
8830,"KENNEDY, ROSARIO",H0FL18074,FL,Challenger,DEMOCRATIC PARTY,House,"[1990, 1992, 1994]",[1989],1989-07-05,2002-03-30T00:00:00
8831,"KENNEDY, WILLIAM B JR",H0NC00012,NC,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012]",[2010],2010-01-22,2011-02-24T10:53:12
8832,"KENNEDY, WILLIAM T",H8MT00036,MT,Challenger,DEMOCRATIC PARTY,House,[2008],[2008],2007-04-16,2008-01-07T00:00:00
8833,"KENNEL, LE ROY E",H2IL06017,IL,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994]",[1982],1982-08-09,2002-03-30T00:00:00
8834,"KENNELLY, BARBARA B",H2CT01015,CT,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002]","[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998]",1997-08-28,2002-04-12T00:00:00
8835,"KENNEY, CHARLES GORDON",H2CA43021,CA,Challenger,REPUBLICAN PARTY,House,"[1982, 1984, 1986]",[1982],1981-11-02,2002-03-30T00:00:00
