,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
9576,"Thursday, August 28",Franklin & Marshall,Pennsylvania Governor - Corbett vs. Wolf,"Wolf 49, Corbett 24",Wolf +25,2014
9577,"Thursday, August 28",Rasmussen Reports,South Carolina Governor - Haley vs. Sheheen,"Haley 51, Sheheen 36",Haley +15,2014
9578,"Wednesday, August 27",Rasmussen Reports,Direction of Country,"Right Direction 23, Wrong Track 69",Wrong Track +46,2014
9579,"Wednesday, August 27",USA Today/Suffolk*,Iowa Senate - Ernst vs. Braley,"Braley 40, Ernst 40",Tie,2014
9580,"Wednesday, August 27",Rasmussen Reports,Arkansas Senate - Cotton vs. Pryor,"Cotton 43, Pryor 44",Pryor +1,2014
9581,"Wednesday, August 27",SurveyUSA*,Kansas Senate - Roberts vs. Taylor vs. Orman,"Orman 20, Roberts 37, Taylor 32",Roberts +5,2014
9582,"Wednesday, August 27",Marquette University,Wisconsin Governor - Walker vs. Burke,"Burke 49, Walker 47",Burke +2,2014
9583,"Wednesday, August 27",EPIC-MRA,Michigan Governor - Snyder vs. Schauer,"Snyder 43, Schauer 45",Schauer +2,2014
9584,"Wednesday, August 27",SurveyUSA*,Kansas Governor - Brownback vs. Davis,"Davis 48, Brownback 40",Davis +8,2014
9585,"Wednesday, August 27",USA Today/Suffolk*,Iowa Governor - Branstad vs. Hatch,"Branstad 47, Hatch 35",Branstad +12,2014
9586,"Wednesday, August 27",USA Today/Suffolk,Iowa Democratic Presidential Caucus,"Clinton 66, Biden 8, Warren 10, Sanders , Cuomo 4, O'Malley 2",Clinton +56,2014
9587,"Wednesday, August 27",USA Today/Suffolk,Iowa Republican Presidential Caucus,"Huckabee 13, Bush 7, Ryan 6, Paul 7, Christie 11, Cruz 5, Perry 8, Walker 4, Rubio 5, Santorum 6, Jindal 3",Huckabee +2,2014
9588,"Tuesday, August 26",USA Today/Pew Research,2014 Generic Congressional Vote,"Republicans 42, Democrats 47",Democrats +5,2014
9589,"Tuesday, August 26",PPP (D),Iowa Senate - Ernst vs. Braley,"Braley 42, Ernst 42",Tie,2014
9590,"Tuesday, August 26",KSTP/SurveyUSA*,Minnesota Senate - McFadden vs. Franken,"Franken 51, McFadden 42",Franken +9,2014
9591,"Tuesday, August 26",KSTP/SurveyUSA*,Minnesota Governor - Johnson vs. Dayton,"Dayton 49, Johnson 40",Dayton +9,2014
9592,"Tuesday, August 26",PPP (D),Iowa Governor - Branstad vs. Hatch,"Branstad 50, Hatch 37",Branstad +13,2014
9593,"Tuesday, August 26",Rasmussen Reports,Alaska Governor - Parnell vs. Mallott,"Parnell 47, Mallott 36",Parnell +11,2014
9594,"Monday, August 25",,"$('#chart_slider').bjqs({  'width' : 280,  'height' : 248,  'automatic' : false,  'nexttext' : '>',  'prevtext' : '<',  'showmarkers' : false  });  GA_googleFillSlot(""RC_300_by_250_middle"");",,,2014
9595,"Monday, August 25",Rasmussen Reports*,Public Approval of Health Care Law,"For/Favor 43, Against/Oppose 53",Against/Oppose +10,2014
9596,"Monday, August 25",Rasmussen Reports,2014 Generic Congressional Vote,"Republicans 40, Democrats 39",Republicans +1,2014
9597,"Monday, August 25",Rasmussen Reports,Alaska Senate - Sullivan vs. Begich,"Sullivan 47, Begich 45",Sullivan +2,2014
9598,"Monday, August 25",Suffolk/Boston Herald,Massachusetts Governor - Democratic Primary (September 9),"Coakley 42, Grossman 30, Berwick 16",Coakley +12,2014
9599,"Saturday, August 23",SurveyUSA*,Florida Governor - Scott vs. Crist,"Scott 44, Crist 41",Scott +3,2014
9600,"Saturday, August 23",WSB-TV/Landmark*,Georgia Senate - Perdue vs. Nunn,"Perdue 40, Nunn 47",Nunn +7,2014
9601,"Saturday, August 23",WSB-TV/Landmark*,Georgia Governor - Deal vs. Carter,"Deal 40, Carter 44",Carter +4,2014
9602,"Saturday, August 23",Harper (R),Arizona Governor - GOP Primary (August 26),"Ducey 32, Smith 19, Jones 16, Bennett 14, Thomas 7, Riggs 2",Ducey +13,2014
9603,"Friday, August 22",SurveyUSA*,Georgia Senate - Perdue vs. Nunn,"Perdue 50, Nunn 41",Perdue +9,2014
9604,"Friday, August 22",SurveyUSA*,Georgia Governor - Deal vs. Carter,"Deal 48, Carter 39",Deal +9,2014
9605,"Friday, August 22",The Economist/YouGov,President Obama Job Approval,"Approve 44, Disapprove 52",Disapprove +8,2014
9606,"Friday, August 22",Quinnipiac,New York Governor - Astorino vs. Cuomo,"Cuomo 56, Astorino 28",Cuomo +28,2014
9607,"Friday, August 22",WMUR/UNH,New Hampshire Governor - Hemingway vs. Hassan,"Hassan 51, Hemingway 31",Hassan +20,2014
9608,"Friday, August 22",WMUR/UNH,N.H. Governor - Havenstein vs. Hassan,"Hassan 49, Havenstein 32",Hassan +17,2014
9609,"Friday, August 22",The Economist/YouGov,Congressional Job Approval,"Approve 10, Disapprove 72",Disapprove +62,2014
9610,"Friday, August 22",The Economist/YouGov,Direction of Country,"Right Direction 30, Wrong Track 60",Wrong Track +30,2014
9611,"Friday, August 22",Rasmussen Reports,Wyoming Senate - Enzi vs. Hardy,"Enzi 63, Hardy 27",Enzi +36,2014
9612,"Friday, August 22",Rasmussen Reports,Wyoming Governor - Mead vs. Gosar,"Mead 55, Gosar 34",Mead +21,2014
9613,"Friday, August 22",Boston Globe*,Massachusetts Governor - Baker vs. Coakley,"Coakley 41, Baker 34",Coakley +7,2014
9614,"Friday, August 22",Boston Globe,Massachusetts Governor - Democratic Primary (September 9),"Coakley 45, Grossman 24, Berwick 10",Coakley +21,2014
9615,"Thursday, August 21",Rasmussen Reports,West Virginia Senate - Capito vs. Tennant,"Capito 50, Tennant 33",Capito +17,2014
9616,"Thursday, August 21",WMUR/UNH,New Hampshire Senate - Brown vs. Shaheen,"Shaheen 46, Brown 44",Shaheen +2,2014
9617,"Thursday, August 21",Rasmussen Reports,Connecticut Governor - Foley vs. Malloy,"Foley 45, Malloy 38",Foley +7,2014
9618,"Thursday, August 21",Rasmussen Reports,Montana Senate - Daines vs. Curtis,"Daines 55, Curtis 35",Daines +20,2014
9619,"Thursday, August 21",WMUR/UNH,N.H. 1st District - Guinta vs. Shea-Porter,"Guinta 45, Shea-Porter 41",Guinta +4,2014
9620,"Thursday, August 21",WMUR/UNH,New Hampshire 1st District - Innis vs. Shea-Porter,"Shea-Porter 44, Innis 37",Shea-Porter +7,2014
9621,"Thursday, August 21",WMUR/UNH,New Hampshire 2nd District - Garcia vs. Kuster,"Kuster 39, Garcia 36",Kuster +3,2014
9622,"Thursday, August 21",WMUR/UNH,New Hampshire 2nd District - Lambert vs. Kuster,"Kuster 41, Lambert 35",Kuster +6,2014
9623,"Thursday, August 21",WMUR/UNH,New Hampshire 2nd District - Lawrence vs. Kuster,"Kuster 40, Lawrence 32",Kuster +8,2014
9624,"Wednesday, August 20",Reuters/Ipsos,President Obama Job Approval,"Approve 39, Disapprove 55",Disapprove +16,2014
9625,"Wednesday, August 20",Rasmussen Reports,Direction of Country,"Right Direction 24, Wrong Track 67",Wrong Track +43,2014
9626,"Wednesday, August 20",USA Today/Suffolk*,North Carolina Senate - Tillis vs. Hagan,"Hagan 45, Tillis 43",Hagan +2,2014
9627,"Wednesday, August 20",WPRI/Fleming,Rhode Island Governor - Dem Primary (Sept. 9),"Raimondo 32, Taveras 27, Pell 26",Raimondo +5,2014
9628,"Wednesday, August 20",PPP (D),North Carolina: Christie vs. Clinton,"Clinton 45, Christie 38",Clinton +7,2014
9629,"Wednesday, August 20",PPP (D),North Carolina: Paul vs. Clinton,"Clinton 47, Paul 42",Clinton +5,2014
9630,"Wednesday, August 20",PPP (D),North Carolina: Bush vs. Clinton,"Clinton 46, Bush 42",Clinton +4,2014
9631,"Wednesday, August 20",PPP (D),North Carolina: Huckabee vs. Clinton,"Clinton 45, Huckabee 44",Clinton +1,2014
9632,"Wednesday, August 20",PPP (D),North Carolina: Cruz vs. Clinton,"Clinton 47, Cruz 41",Clinton +6,2014
9633,"Tuesday, August 19",PPP (D),North Carolina Senate - Tillis vs. Hagan,"Hagan 43, Tillis 42",Hagan +1,2014
9634,"Tuesday, August 19",Albuquerque Journal,New Mexico Governor - Martinez vs. King,"Martinez 50, King 41",Martinez +9,2014
9635,"Tuesday, August 19",Albuquerque Journal,New Mexico Senate - Weh vs. Udall,"Udall 53, Weh 35",Udall +18,2014
9636,"Tuesday, August 19",Rasmussen Reports,Minnesota Governor - Johnson vs. Dayton,"Dayton 49, Johnson 41",Dayton +8,2014
9637,"Tuesday, August 19",PPP (D)*,Kansas Senate - Roberts vs. Taylor vs. Orman,"Orman 23, Roberts 32, Taylor 25",Roberts +7,2014
9638,"Tuesday, August 19",PPP (D),Kansas Senate - Roberts vs. Taylor,"Roberts 43, Taylor 39",Roberts +4,2014
9639,"Tuesday, August 19",PPP (D),Kansas Governor - Brownback vs. Davis,"Davis 44, Brownback 39",Davis +5,2014
9640,"Monday, August 18",Rasmussen Reports,2014 Generic Congressional Vote,"Republicans 39, Democrats 39",Tie,2014
9641,"Monday, August 18",Rasmussen Reports,Minnesota Senate - McFadden vs. Franken,"Franken 50, McFadden 42",Franken +8,2014
9642,"Sunday, August 17",Rasmussen Reports,Tennessee Governor - Haslam vs. Brown,"Haslam 55, Brown 30",Haslam +25,2014
9643,"Sunday, August 17",Rasmussen Reports,Iowa Governor - Branstad vs. Hatch,"Branstad 52, Hatch 35",Branstad +17,2014
9644,"Friday, August 15",Rasmussen Reports,Wisconsin Governor - Walker vs. Burke,"Burke 47, Walker 48",Walker +1,2014
9645,"Friday, August 15",InsiderAdvantage*,Georgia Governor - Deal vs. Carter,"Deal 43, Carter 39",Deal +4,2014
9646,"Friday, August 15",FOX News,2014 Generic Congressional Vote,"Republicans 39, Democrats 46",Democrats +7,2014
9647,"Friday, August 15",FOX News,Public Approval of Health Care Law,"For/Favor 41, Against/Oppose 52",Against/Oppose +11,2014
9648,"Friday, August 15",InsiderAdvantage*,Georgia Senate - Perdue vs. Nunn,"Perdue 47, Nunn 40",Perdue +7,2014
9649,"Friday, August 15",Mass Insight/Opinion Dynamics,Massachusetts Governor - Baker vs. Coakley,"Coakley 44, Baker 41",Coakley +3,2014
9650,"Friday, August 15",Boston Globe*,Massachusetts Governor - Baker vs. Coakley,"Coakley 40, Baker 32",Coakley +8,2014
9651,"Friday, August 15",Boston Globe,Massachusetts Governor - Democratic Primary (September 9),"Coakley 45, Grossman 21, Berwick 10",Coakley +24,2014
9652,"Monday, August 18",Gallup,President Obama Job Approval,"Approve 41, Disapprove 53",Disapprove +12,2014
9653,"Monday, August 18",Rasmussen Reports,President Obama Job Approval,"Approve 48, Disapprove 51",Disapprove +3,2014
9654,"Monday, August 18",Rasmussen Reports,2014 Generic Congressional Vote,"Democrats 39, Republicans 39",Tie,2014
9655,"Friday, August 15",Rasmussen Reports,Wisconsin Governor - Walker vs. Burke,"Walker 48, Burke 47",Walker +1,2014
9656,"Friday, August 15",FOX News,2014 Generic Congressional Vote,"Democrats 46, Republicans 39",Democrats +7,2014
9657,"Thursday, August 14",Reason-Rupe/PSRAI,President Obama Job Approval,"Approve 43, Disapprove 52",Disapprove +9,2014
9658,"Thursday, August 14",Reason-Rupe/PSRAI,2014 Generic Congressional Vote,"Democrats 42, Republicans 41",Democrats +1,2014
9659,"Thursday, August 14",Rasmussen Reports,Tennessee Senate - Alexander vs. Ball,"Alexander 47, Ball 32",Alexander +15,2014
9660,"Thursday, August 14",Reason-Rupe/PSRAI,Direction of Country,"Right Direction 33, Wrong Track 60",Wrong Track +27,2014
9661,"Thursday, August 14",McClatchy/Marist,2016 Republican Presidential Nomination,"Christie 13, Bush 13, Paul 7, Ryan 9, Cruz 10, Perry 7, Rubio 9, Walker 4, Santorum 3, Jindal 2",Tie,2014
9662,"Thursday, August 14",McClatchy/Marist,General Election: Christie vs. Clinton,"Clinton 47, Christie 41",Clinton +6,2014
9663,"Thursday, August 14",McClatchy/Marist,General Election: Bush vs. Clinton,"Clinton 48, Bush 41",Clinton +7,2014
9664,"Thursday, August 14",McClatchy/Marist,General Election: Paul vs. Clinton,"Clinton 48, Paul 42",Clinton +6,2014
9665,"Thursday, August 14",Reason-Rupe/PSRAI,Congressional Job Approval,"Approve 18, Disapprove 75",Disapprove +57,2014
9666,"Wednesday, August 13",FOX News,President Obama Job Approval,"Approve 42, Disapprove 49",Disapprove +7,2014
9667,"Wednesday, August 13",Rasmussen Reports,Direction of Country,"Right Direction 27, Wrong Track 65",Wrong Track +38,2014
9668,"Tuesday, August 12",McClatchy/Marist,President Obama Job Approval,"Approve 40, Disapprove 52",Disapprove +12,2014
9669,"Tuesday, August 12",McClatchy/Marist,Direction of Country,"Right Direction 27, Wrong Track 66",Wrong Track +39,2014
9670,"Tuesday, August 12",Gallup,Congressional Job Approval,"Approve 13, Disapprove 83",Disapprove +70,2014
9671,"Tuesday, August 12",McClatchy/Marist,2014 Generic Congressional Vote,"Democrats 38, Republicans 43",Republicans +5,2014
9672,"Tuesday, August 12",PPP (D),Kentucky Senate - McConnell vs. Grimes,"McConnell 47, Grimes 42",McConnell +5,2014
9673,"Tuesday, August 12",Rasmussen Reports,Kansas Governor - Brownback vs. Davis,"Davis 51, Brownback 41",Davis +10,2014
9674,"Tuesday, August 12",UtahPolicy/Dan Jones,Utah 4th District - Love vs. Owens,"Love 44, Owens 32",Love +12,2014
9675,"Monday, August 11",Rasmussen Reports*,Public Approval of Health Care Law,"For/Favor 44, Against/Oppose 53",Against/Oppose +9,2014
9676,"Monday, August 11",Rasmussen Reports,2014 Generic Congressional Vote,"Democrats 39, Republicans 40",Republicans +1,2014
9677,"Monday, August 11",Sun-Times/WeAskAmerica,Illinois Governor - Rauner vs. Quinn,"Rauner 51, Quinn 38",Rauner +13,2014
9678,"Monday, August 11",Rasmussen Reports,Kansas Senate - Roberts vs. Taylor,"Roberts 44, Taylor 40",Roberts +4,2014
9679,"Monday, August 11",Siena*,New York Governor - Astorino vs. Cuomo,"Cuomo 58, Astorino 26",Cuomo +32,2014
9680,"Friday, August 08",The Economist/YouGov,President Obama Job Approval,"Approve 42, Disapprove 54",Disapprove +12,2014
9681,"Friday, August 08",Reuters/Ipsos,President Obama Job Approval,"Approve 37, Disapprove 57",Disapprove +20,2014
9682,"Friday, August 08",The Economist/YouGov,Direction of Country,"Right Direction 29, Wrong Track 58",Wrong Track +29,2014
9683,"Friday, August 08",The Economist/YouGov,Congressional Job Approval,"Approve 8, Disapprove 72",Disapprove +64,2014
9684,"Friday, August 08",Rasmussen Reports,Texas Governor - Abbott vs. Davis,"Abbott 48, Davis 40",Abbott +8,2014
9685,"Friday, August 08",Boston Globe*,Massachusetts Governor - Baker vs. Coakley,"Coakley 42, Baker 31",Coakley +11,2014
9686,"Thursday, August 07",Associated Press/GfK,Direction of Country,"Right Direction 28, Wrong Track 72",Wrong Track +44,2014
9687,"Thursday, August 07",Associated Press/GfK,Congressional Job Approval,"Approve 13, Disapprove 86",Disapprove +73,2014
9688,"Thursday, August 07",Rasmussen Reports,North Carolina Senate - Tillis vs. Hagan,"Tillis 45, Hagan 40",Tillis +5,2014
9689,"Thursday, August 07",Mitchell Research,Michigan Senate - Land vs. Peters,"Peters 45, Land 44",Peters +1,2014
9690,"Thursday, August 07",SurveyUSA,Oregon Senate - Wehby vs. Merkley,"Merkley 52, Wehby 33",Merkley +19,2014
9691,"Thursday, August 07",PPP (D),Alaska Senate - Republican Primary (Aug. 19),"Sullivan 35, Treadwell 29, Miller 20",Sullivan +6,2014
9692,"Thursday, August 07",PPP (D),Alaska Senate - Sullivan vs. Begich,"Begich 45, Sullivan 41",Begich +4,2014
9693,"Thursday, August 07",PPP (D),Alaska Senate - Treadwell vs. Begich,"Begich 44, Treadwell 41",Begich +3,2014
9694,"Thursday, August 07",Mitchell Research,Michigan Governor - Snyder vs. Schauer,"Snyder 47, Schauer 42",Snyder +5,2014
9695,"Thursday, August 07",SurveyUSA,Oregon Governor - Richardson vs. Kitzhaber,"Kitzhaber 48, Richardson 36",Kitzhaber +12,2014
9696,"Thursday, August 07",PPP (D)*,Alaska Governor - Parnell vs. Mallott vs. Walker,"Parnell 37, Mallott 22, Walker 20",Parnell +15,2014
9697,"Wednesday, August 06",NBC News/Wall St. Jrnl,President Obama Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2014
9698,"Wednesday, August 06",CBS News,President Obama Job Approval,"Approve 41, Disapprove 50",Disapprove +9,2014
9699,"Wednesday, August 06",CBS News,2014 Generic Congressional Vote,"Democrats 41, Republicans 37",Democrats +4,2014
9700,"Wednesday, August 06",CBS News,Direction of Country,"Right Direction 25, Wrong Track 67",Wrong Track +42,2014
9701,"Wednesday, August 06",NBC News/Wall St. Jrnl,Direction of Country,"Right Direction 22, Wrong Track 71",Wrong Track +49,2014
9702,"Wednesday, August 06",Rasmussen Reports,Direction of Country,"Right Direction 23, Wrong Track 69",Wrong Track +46,2014
9703,"Wednesday, August 06",CBS News,Congressional Job Approval,"Approve 15, Disapprove 78",Disapprove +63,2014
9704,"Wednesday, August 06",NBC News/Wall St. Jrnl,Congressional Job Approval,"Approve 14, Disapprove 79",Disapprove +65,2014
9705,"Wednesday, August 06",MRG (R),Michigan Senate - Land vs. Peters,"Peters 47, Land 40",Peters +7,2014
9706,"Wednesday, August 06",Harper (R),Michigan Senate - Land vs. Peters,"Peters 45, Land 44",Peters +1,2014
9707,"Wednesday, August 06",SurveyUSA,Florida Governor - Scott vs. Crist,"Scott 45, Crist 43",Scott +2,2014
9708,"Wednesday, August 06",Quinnipiac,New Jersey Senate - Bell vs. Booker,"Booker 47, Bell 37",Booker +10,2014
9709,"Wednesday, August 06",Hampton University,Virginia Senate - Gillespie vs. Warner,"Warner 55, Gillespie 32",Warner +23,2014
9710,"Wednesday, August 06",MRG (R),Michigan Governor - Snyder vs. Schauer,"Snyder 45, Schauer 44",Snyder +1,2014
9711,"Wednesday, August 06",Magellan (R),Pennsylvania Governor - Corbett vs. Wolf,"Wolf 50, Corbett 38",Wolf +12,2014
9712,"Wednesday, August 06",Rasmussen Reports,Texas Senate - Cornyn vs. Alameel,"Cornyn 47, Alameel 29",Cornyn +18,2014
9713,"Wednesday, August 06",Civitas (R),North Carolina: Christie vs. Clinton,"Christie 47, Clinton 46",Christie +1,2014
9714,"Wednesday, August 06",Civitas (R),North Carolina: Paul vs. Clinton,"Clinton 48, Paul 47",Clinton +1,2014
9715,"Wednesday, August 06",Civitas (R),North Carolina: Bush vs. Clinton,"Bush 48, Clinton 47",Bush +1,2014
9716,"Wednesday, August 06",Civitas (R),North Carolina: Christie vs. Biden,"Christie 49, Biden 42",Christie +7,2014
9717,"Wednesday, August 06",Civitas (R),North Carolina: Paul vs. Biden,"Paul 49, Biden 44",Paul +5,2014
9718,"Wednesday, August 06",Civitas (R),North Carolina: Bush vs. Biden,"Bush 50, Biden 44",Bush +6,2014
9719,"Wednesday, August 06",SurveyUSA,Florida: Perry vs. Clinton,"Clinton 50, Perry 40",Clinton +10,2014
9720,"Wednesday, August 06",SurveyUSA,Florida: Perry vs. Biden,"Perry 44, Biden 43",Perry +1,2014
9721,"Tuesday, August 05",Civitas (R),North Carolina Senate - Tillis vs. Hagan,"Tillis 45, Hagan 43",Tillis +2,2014
9722,"Tuesday, August 05",PPP (D),Arkansas Senate - Cotton vs. Pryor,"Cotton 43, Pryor 41",Cotton +2,2014
9723,"Tuesday, August 05",MPRC (D),Maine Governor - LePage vs. Michaud vs. Cutler,"Michaud 43, LePage 41, Cutler 13",Michaud +2,2014
9724,"Tuesday, August 05",PPP (D),Arkansas Governor - Hutchinson vs. Ross,"Hutchinson 46, Ross 40",Hutchinson +6,2014
9725,"Tuesday, August 05",NBC NY/WSJ/Marist*,New York Governor - Astorino vs. Cuomo,"Cuomo 54, Astorino 23",Cuomo +31,2014
9726,"Tuesday, August 05",RRH/PMI (R),Tennessee Senate - GOP Primary (August 7),"Alexander 41, Carr 29, Flinn 5",Alexander +12,2014
9727,"Monday, August 04",Rasmussen Reports,2014 Generic Congressional Vote,"Democrats 38, Republicans 42",Republicans +4,2014
9728,"Monday, August 04",Honolulu Star-Advertiser,Hawaii Senate - Democratic Primary (Aug. 9),"Schatz 42, Hanabusa 50",Hanabusa +8,2014
9729,"Monday, August 04",Honolulu Star-Advertiser,Hawaii Governor - Democratic Primary (Aug. 9),"Ige 54, Abercrombie 36",Ige +18,2014
9730,"Monday, August 04",Honolulu Star-Advertiser,Hawaii Governor - Aiona vs. Ige vs. Hannemann,"Aiona 41, Ige 34, Hannemann 15",Aiona +7,2014
9731,"Monday, August 04",Honolulu Star-Advertiser,Hawaii Governor - Aiona vs. Abercrombie vs. Hannemann,"Aiona 45, Abercrombie 30, Hannemann 14",Aiona +15,2014
9732,"Monday, August 04",Cole Hargrave Snodgrass & Associates (R)*,Oklahoma Governor - Fallin vs. Dorman,"Fallin 44, Dorman 31",Fallin +13,2014
9733,"Saturday, August 02",Harper (R),Nevada Governor - Sandoval vs. Goodman,"Sandoval 56, Goodman 34",Sandoval +22,2014
