Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
Kansas Senate - Roberts vs. Orman,SurveyUSA*,"Roberts 42, Orman 47",Orman +5,2014-10-07,2014
Georgia Senate - Perdue vs. Nunn,PPP (D),"Perdue 48, Nunn 45",Perdue +3,2014-10-07,2014
Kansas Governor - Brownback vs. Davis,SurveyUSA*,"Brownback 42, Davis 47",Davis +5,2014-10-07,2014
Michigan Senate - Land vs. Peters,Detroit News*,"Peters 44, Land 35",Peters +9,2014-10-07,2014
Michigan Senate - Land vs. Peters,MRG (R),"Peters 47, Land 36",Peters +11,2014-10-07,2014
Georgia Governor - Deal vs. Carter,PPP (D),"Deal 50, Carter 45",Deal +5,2014-10-07,2014
Massachusetts Governor - Baker vs. Coakley,UMass Amherst/WBZ*,"Coakley 48, Baker 44",Coakley +4,2014-10-07,2014
Iowa Governor - Branstad vs. Hatch,Loras College,"Branstad 56, Hatch 33",Branstad +23,2014-10-07,2014
Michigan Governor - Snyder vs. Schauer,MRG (R),"Snyder 46, Schauer 41",Snyder +5,2014-10-07,2014
Virginia Senate - Gillespie vs. Warner,Christopher Newport Univ.*,"Warner 51, Gillespie 39",Warner +12,2014-10-07,2014
Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA*,"Franken 55, McFadden 37",Franken +18,2014-10-07,2014
Minnesota Governor - Johnson vs. Dayton,KSTP/SurveyUSA*,"Dayton 51, Johnson 39",Dayton +12,2014-10-07,2014
Pennsylvania Governor - Corbett vs. Wolf,Quinnipiac,"Wolf 55, Corbett 38",Wolf +17,2014-10-07,2014
N.H. 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 39, Shea-Porter 42",Shea-Porter +3,2014-10-07,2014
New Hampshire 2nd District - Garcia vs. Kuster,WMUR/UNH,"Kuster 37, Garcia 41",Garcia +4,2014-10-07,2014
Michigan Governor - Snyder vs. Schauer,Detroit News*,"Snyder 45, Schauer 37",Snyder +8,2014-10-07,2014
Kansas Governor - Brownback vs. Davis,FOX News*,"Brownback 46, Davis 40",Brownback +6,2014-10-08,2014
Kansas Governor - Brownback vs. Davis,CNN/Opinion Research,"Brownback 49, Davis 49",Tie,2014-10-08,2014
Colorado Governor - Beauprez vs. Hickenlooper,FOX News,"Hickenlooper 42, Beauprez 42",Tie,2014-10-08,2014
New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 49, Brown 46",Shaheen +3,2014-10-08,2014
New Hampshire Senate - Brown vs. Shaheen,WMUR/UNH,"Shaheen 47, Brown 41",Shaheen +6,2014-10-08,2014
Arkansas Senate - Cotton vs. Pryor,FOX News*,"Cotton 46, Pryor 39",Cotton +7,2014-10-08,2014
North Carolina Senate - Tillis vs. Hagan,USA Today/Suffolk*,"Hagan 47, Tillis 45",Hagan +2,2014-10-08,2014
Alaska Senate - Sullivan vs. Begich,FOX News*,"Sullivan 44, Begich 40",Sullivan +4,2014-10-08,2014
North Carolina Senate - Tillis vs. Hagan,Rasmussen Reports,"Hagan 48, Tillis 46",Hagan +2,2014-10-08,2014
Connecticut Governor - Foley vs. Malloy,Quinnipiac,"Malloy 46, Foley 46",Tie,2014-10-08,2014
Colorado Senate - Gardner vs. Udall,FOX News,"Gardner 43, Udall 37",Gardner +6,2014-10-08,2014
Kansas Senate - Roberts vs. Orman,FOX News*,"Roberts 44, Orman 39",Roberts +5,2014-10-08,2014
2014 Generic Congressional Vote,CBS News,"Republicans 49, Democrats 43",Republicans +6,2014-10-08,2014
Kentucky Senate - McConnell vs. Grimes,FOX News*,"McConnell 45, Grimes 41",McConnell +4,2014-10-08,2014
Florida Governor - Scott vs. Crist,SurveyUSA*,"Crist 44, Scott 42",Crist +2,2014-10-08,2014
Kansas Senate - Roberts vs. Orman,CNN/Opinion Research,"Roberts 49, Orman 48",Roberts +1,2014-10-08,2014
Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 41, Baker 39",Coakley +2,2014-10-08,2014
Alaska Governor - Parnell vs. Walker,FOX News*,"Walker 37, Parnell 42",Parnell +5,2014-10-08,2014
Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",Wrong Track +34,2014-10-08,2014
Congressional Job Approval,CBS News,"Approve 15, Disapprove 78",Disapprove +63,2014-10-08,2014
Direction of Country,CBS News,"Right Direction 29, Wrong Track 65",Wrong Track +36,2014-10-08,2014
Public Approval of Health Care Law,Gallup,"For/Favor 41, Against/Oppose 53",Against/Oppose +12,2014-10-08,2014
New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 50, Garcia 38",Kuster +12,2014-10-08,2014
N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 44, Shea-Porter 47",Shea-Porter +3,2014-10-08,2014
President Obama Job Approval,CBS News,"Approve 42, Disapprove 50",Disapprove +8,2014-10-08,2014
South Dakota Governor - Daugaard vs. Wismer,SurveyUSA*,"Daugaard 59, Wismer 30",Daugaard +29,2014-10-08,2014
Massachusetts Senate - Herr vs. Markey,WBUR/MassINC,"Markey 56, Herr 30",Markey +26,2014-10-08,2014
New York Governor - Astorino vs. Cuomo,Quinnipiac,"Cuomo 55, Astorino 34",Cuomo +21,2014-10-08,2014
N.H. Governor - Havenstein vs. Hassan,New England College,"Hassan 51, Havenstein 41",Hassan +10,2014-10-08,2014
S.D. Senate - Rounds vs. Weiland vs. Pressler,SurveyUSA*,"Rounds 35, Weiland 28, Pressler 32",Rounds +3,2014-10-08,2014
Arkansas Governor - Hutchinson vs. Ross,FOX News*,"Hutchinson 46, Ross 37",Hutchinson +9,2014-10-08,2014
California 52nd District - DeMaio vs. Peters,U-T San Diego/SurveyUSA,"DeMaio 48, Peters 45",DeMaio +3,2014-10-08,2014
Alaska Governor - Parnell vs. Walker,CNN/Opinion Research,"Walker 51, Parnell 45",Walker +6,2014-10-09,2014
Alaska Senate - Sullivan vs. Begich,CNN/Opinion Research,"Sullivan 50, Begich 44",Sullivan +6,2014-10-09,2014
Georgia Senate - Perdue vs. Nunn,SurveyUSA*,"Perdue 46, Nunn 45",Perdue +1,2014-10-09,2014
Georgia Governor - Deal vs. Carter,SurveyUSA*,"Deal 46, Carter 44",Deal +2,2014-10-09,2014
Maine Governor - LePage vs. Michaud vs. Cutler,Pan Atlantic SMS,"Michaud 34, LePage 39, Cutler 20",LePage +5,2014-10-09,2014
Florida Governor - Scott vs. Crist,UNF,"Crist 47, Scott 42",Crist +5,2014-10-09,2014
New Jersey Senate - Bell vs. Booker,Richard Stockton College,"Booker 48, Bell 39",Booker +9,2014-10-09,2014
President Obama Job Approval,Reason-Rupe/PSRAI,"Approve 43, Disapprove 50",Disapprove +7,2014-10-09,2014
Direction of Country,Reason-Rupe/PSRAI,"Right Direction 30, Wrong Track 58",Wrong Track +28,2014-10-09,2014
Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 19, Disapprove 73",Disapprove +54,2014-10-09,2014
New Hampshire Republican Presidential Primary,WMUR/UNH,"Paul 7, Christie 12, Bush 15, Huckabee 9, Cruz 6, Ryan 6, Rubio 3, Walker 3, Perry 2, Jindal 3, Santorum 2",Bush +3,2014-10-09,2014
New Hampshire Democratic Presidential Primary,WMUR/UNH,"Clinton 58, Warren 18, Biden 3, Sanders 3, O'Malley 3, Cuomo 1",Clinton +40,2014-10-09,2014
Virginia Senate - Gillespie vs. Warner,Univ. of Mary Washington*,"Warner 47, Gillespie 37",Warner +10,2014-10-09,2014
Rhode Island Governor - Fung vs. Raimondo,CBS News/NYT/YouGov,"Raimondo 41, Fung 38",Raimondo +3,2014-10-10,2014
Oregon Governor - Richardson vs. Kitzhaber,CBS News/NYT/YouGov,"Kitzhaber 49, Richardson 42",Kitzhaber +7,2014-10-10,2014
Arkansas Governor - Hutchinson vs. Ross,CBS News/NYT/YouGov,"Hutchinson 49, Ross 38",Hutchinson +11,2014-10-10,2014
N.H. Governor - Havenstein vs. Hassan,CBS News/NYT/YouGov,"Hassan 49, Havenstein 39",Hassan +10,2014-10-10,2014
Minnesota Governor - Johnson vs. Dayton,CBS News/NYT/YouGov,"Dayton 49, Johnson 42",Dayton +7,2014-10-10,2014
Hawaii Governor - Aiona vs. Ige vs. Hannemann,CBS News/NYT/YouGov,"Ige 41, Aiona 35, Hannemann 6",Ige +6,2014-10-10,2014
Iowa Governor - Branstad vs. Hatch,CBS News/NYT/YouGov,"Branstad 52, Hatch 39",Branstad +13,2014-10-10,2014
Texas Governor - Abbott vs. Davis,CBS News/NYT/YouGov,"Abbott 54, Davis 40",Abbott +14,2014-10-10,2014
Arizona Governor - Ducey vs. DuVal,CBS News/NYT/YouGov,"Ducey 50, DuVal 39",Ducey +11,2014-10-10,2014
Massachusetts Governor - Baker vs. Coakley,CBS News/NYT/YouGov,"Coakley 47, Baker 41",Coakley +6,2014-10-10,2014
Georgia Governor - Deal vs. Carter,CBS News/NYT/YouGov*,"Deal 48, Carter 43",Deal +5,2014-10-10,2014
Alaska Governor - Parnell vs. Walker,CBS News/NYT/YouGov,"Walker 45, Parnell 40",Walker +5,2014-10-10,2014
Michigan Governor - Snyder vs. Schauer,CBS News/NYT/YouGov,"Snyder 44, Schauer 46",Schauer +2,2014-10-10,2014
Illinois Governor - Rauner vs. Quinn,CBS News/NYT/YouGov,"Quinn 46, Rauner 43",Quinn +3,2014-10-10,2014
Connecticut Governor - Foley vs. Malloy,CBS News/NYT/YouGov*,"Malloy 41, Foley 41",Tie,2014-10-10,2014
Kansas Governor - Brownback vs. Davis,CBS News/NYT/YouGov,"Brownback 45, Davis 42",Brownback +3,2014-10-10,2014
Florida Governor - Scott vs. Crist,CBS News/NYT/YouGov,"Crist 44, Scott 47",Scott +3,2014-10-10,2014
Wisconsin Governor - Walker vs. Burke,CBS News/NYT/YouGov,"Walker 48, Burke 49",Burke +1,2014-10-10,2014
New Mexico Governor - Martinez vs. King,CBS News/NYT/YouGov,"Martinez 48, King 41",Martinez +7,2014-10-10,2014
Colorado Governor - Beauprez vs. Hickenlooper,CBS News/NYT/YouGov,"Hickenlooper 49, Beauprez 45",Hickenlooper +4,2014-10-10,2014
Maine Governor - LePage vs. Michaud vs. Cutler,CBS News/NYT/YouGov,"Michaud 39, LePage 37, Cutler 10",Michaud +2,2014-10-10,2014
Pennsylvania Governor - Corbett vs. Wolf,CBS News/NYT/YouGov,"Wolf 50, Corbett 41",Wolf +9,2014-10-10,2014
Idaho Governor - Otter vs. Balukoff,CBS News/NYT/YouGov,"Otter 57, Balukoff 33",Otter +24,2014-10-10,2014
Alabama Governor - Bentley vs. Griffith,CBS News/NYT/YouGov,"Bentley 65, Griffith 28",Bentley +37,2014-10-10,2014
Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 69",Disapprove +61,2014-10-10,2014
Direction of Country,The Economist/YouGov,"Right Direction 27, Wrong Track 60",Wrong Track +33,2014-10-10,2014
Direction of Country,Reuters/Ipsos,"Right Direction 23, Wrong Track 58",Wrong Track +35,2014-10-10,2014
President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 52",Disapprove +8,2014-10-10,2014
President Obama Job Approval,Reuters/Ipsos,"Approve 39, Disapprove 53",Disapprove +14,2014-10-10,2014
Maryland Governor - Hogan vs. Brown,CBS News/NYT/YouGov,"Brown 55, Hogan 38",Brown +17,2014-10-10,2014
2014 Generic Congressional Vote,Gallup,"Republicans 47, Democrats 46",Republicans +1,2014-10-10,2014
Massachusetts Governor - Baker vs. Coakley,WGBH/Emerson*,"Coakley 39, Baker 45",Baker +6,2014-10-10,2014
Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 39, Baker 34",Coakley +5,2014-10-10,2014
Wyoming Governor - Mead vs. Gosar,CBS News/NYT/YouGov,"Mead 53, Gosar 30",Mead +23,2014-10-10,2014
Minnesota 7th District - Westrom vs. Peterson,SurveyUSA,"Peterson 50, Westrom 41",Peterson +9,2014-10-10,2014
Tennessee Governor - Haslam vs. Brown,CBS News/NYT/YouGov,"Haslam 60, Brown 28",Haslam +32,2014-10-10,2014
South Dakota Governor - Daugaard vs. Wismer,CBS News/NYT/YouGov,"Daugaard 57, Wismer 31",Daugaard +26,2014-10-10,2014
South Carolina Governor - Haley vs. Sheheen,CBS News/NYT/YouGov,"Haley 53, Sheheen 36",Haley +17,2014-10-10,2014
Oklahoma Governor - Fallin vs. Dorman,CBS News/NYT/YouGov,"Fallin 58, Dorman 33",Fallin +25,2014-10-10,2014
Ohio Governor - Kasich vs. FitzGerald,CBS News/NYT/YouGov,"Kasich 52, FitzGerald 36",Kasich +16,2014-10-10,2014
New York Governor - Astorino vs. Cuomo,CBS News/NYT/YouGov,"Cuomo 57, Astorino 30",Cuomo +27,2014-10-10,2014
Nevada Governor - Sandoval vs. Goodman,CBS News/NYT/YouGov,"Sandoval 56, Goodman 25",Sandoval +31,2014-10-10,2014
Nebraska Governor - Ricketts vs. Hassebrook,CBS News/NYT/YouGov,"Ricketts 55, Hassebrook 35",Ricketts +20,2014-10-10,2014
California Governor - Kashkari vs. Brown,CBS News/NYT/YouGov,"Brown 56, Kashkari 36",Brown +20,2014-10-10,2014
Vermont Governor - Milne vs. Shumlin,CBS News/NYT/YouGov*,"Shumlin 46, Milne 29",Shumlin +17,2014-10-10,2014
Michigan Senate - Land vs. Peters,Mitchell Research*,"Peters 48, Land 43",Peters +5,2014-10-11,2014
Michigan Governor - Snyder vs. Schauer,Mitchell Research*,"Snyder 47, Schauer 46",Snyder +1,2014-10-11,2014
Maine Governor - LePage vs. Michaud vs. Cutler,Rasmussen Reports,"Michaud 40, LePage 41, Cutler 16",LePage +1,2014-10-11,2014
Iowa: Christie vs. Clinton,Des Moines Register/Bloomberg,"Clinton 43, Christie 38",Clinton +5,2014-10-11,2014
Iowa: Cruz vs. Clinton,Des Moines Register/Bloomberg,"Clinton 45, Cruz 35",Clinton +10,2014-10-11,2014
Iowa: Bush vs. Clinton,Des Moines Register/Bloomberg,"Clinton 46, Bush 39",Clinton +7,2014-10-11,2014
Iowa: Ryan vs. Clinton,Des Moines Register/Bloomberg,"Clinton 44, Ryan 43",Clinton +1,2014-10-11,2014
Iowa: Rubio vs. Clinton,Des Moines Register/Bloomberg,"Clinton 45, Rubio 37",Clinton +8,2014-10-11,2014
Iowa: Paul vs. Clinton,Des Moines Register/Bloomberg,"Clinton 44, Paul 41",Clinton +3,2014-10-11,2014
Illinois Governor - Rauner vs. Quinn,Sun-Times/WeAskAmerica*,"Quinn 44, Rauner 41",Quinn +3,2014-10-12,2014
Iowa Senate - Ernst vs. Braley,Des Moines Register/Bloomberg,"Ernst 47, Braley 46",Ernst +1,2014-10-12,2014
Florida 26th District - Curbelo vs. Garcia,Saint Leo University,"Curbelo 46, Garcia 42",Curbelo +4,2014-10-12,2014
Maryland Governor - Hogan vs. Brown,Baltimore Sun,"Brown 49, Hogan 42",Brown +7,2014-10-12,2014
Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Gardner 45, Udall 43",Gardner +2,2014-10-13,2014
Colorado Senate - Gardner vs. Udall,High Point/SurveyUSA,"Gardner 46, Udall 42",Gardner +4,2014-10-13,2014
New Hampshire Senate - Brown vs. Shaheen,High Point/SurveyUSA,"Shaheen 48, Brown 46",Shaheen +2,2014-10-13,2014
Iowa Senate - Ernst vs. Braley,Rasmussen Reports,"Ernst 48, Braley 45",Ernst +3,2014-10-13,2014
Colorado Governor - Beauprez vs. Hickenlooper,Denver Post/SurveyUSA*,"Hickenlooper 45, Beauprez 44",Hickenlooper +1,2014-10-13,2014
Colorado Governor - Beauprez vs. Hickenlooper,High Point/SurveyUSA,"Hickenlooper 44, Beauprez 46",Beauprez +2,2014-10-13,2014
Kansas Senate - Roberts vs. Orman,PPP (D),"Roberts 43, Orman 46",Orman +3,2014-10-13,2014
Kansas Governor - Brownback vs. Davis,PPP (D),"Brownback 44, Davis 45",Davis +1,2014-10-13,2014
North Carolina Senate - Tillis vs. Hagan,High Point*,"Hagan 40, Tillis 40",Tie,2014-10-13,2014
Georgia Governor - Deal vs. Carter,WSB-TV/Landmark*,"Deal 45, Carter 45",Tie,2014-10-13,2014
S.D. Senate - Rounds vs. Weiland vs. Pressler,Harper (R)*,"Rounds 37, Weiland 33, Pressler 23",Rounds +4,2014-10-13,2014
Michigan Governor - Snyder vs. Schauer,Mitchell Research*,"Snyder 47, Schauer 44",Snyder +3,2014-10-13,2014
Michigan Senate - Land vs. Peters,Mitchell Research*,"Peters 50, Land 39",Peters +11,2014-10-13,2014
N.H. Governor - Havenstein vs. Hassan,High Point/SurveyUSA,"Hassan 50, Havenstein 42",Hassan +8,2014-10-13,2014
South Dakota Governor - Daugaard vs. Wismer,Harper (R)*,"Daugaard 53, Wismer 35",Daugaard +18,2014-10-13,2014
2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2014-10-13,2014
North Dakota At-Large - Cramer vs. Sinner,Forum/UND,"Cramer 46, Sinner 27",Cramer +19,2014-10-13,2014
Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 42, Against/Oppose 54",Against/Oppose +12,2014-10-13,2014
Georgia Senate - Perdue vs. Nunn,WSB-TV/Landmark*,"Perdue 46, Nunn 46",Tie,2014-10-13,2014
Maine Senate - Collins vs. Bellows,Pan Atlantic SMS,"Collins 68, Bellows 25",Collins +43,2014-10-14,2014
Maine Senate - Collins vs. Bellows,Bangor Daily News/Ipsos*,"Collins 56, Bellows 31",Collins +25,2014-10-14,2014
Idaho Senate - Risch vs. Mitchell,PPP (D),"Risch 50, Mitchell 32",Risch +18,2014-10-14,2014
Idaho Governor - Otter vs. Balukoff,PPP (D),"Otter 47, Balukoff 38",Otter +9,2014-10-14,2014
Iowa Governor - Branstad vs. Hatch,Des Moines Register/Bloomberg,"Branstad 54, Hatch 39",Branstad +15,2014-10-14,2014
Kansas Senate - Roberts vs. Orman,Remington Research Group (R)*,"Orman 46, Roberts 48",Roberts +2,2014-10-14,2014
Maine Governor - LePage vs. Michaud vs. Cutler,Bangor Daily News/Ipsos,"LePage 36, Michaud 42, Cutler 16",Michaud +6,2014-10-14,2014
Kansas Governor - Brownback vs. Davis,Remington Research Group (R)*,"Davis 45, Brownback 48",Brownback +3,2014-10-14,2014
Alaska Senate - Sullivan vs. Begich,Rasmussen Reports,"Sullivan 48, Begich 45",Sullivan +3,2014-10-14,2014
New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 47, Brown 48",Brown +1,2014-10-14,2014
Maine 2nd District - Poliquin vs. Cain vs. Richardson,Pan Atlantic SMS,"Poliquin 33, Cain 36, Richardson 6",Cain +3,2014-10-14,2014
N.H. Governor - Havenstein vs. Hassan,New England College,"Hassan 49, Havenstein 44",Hassan +5,2014-10-14,2014
N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 46, Shea-Porter 44",Guinta +2,2014-10-14,2014
North Carolina Senate - Tillis vs. Hagan,SurveyUSA,"Hagan 45, Tillis 46",Tillis +1,2014-10-14,2014
Iowa 3rd District - Young vs. Appel,Remington Research Group (R)*,"Young 46, Appel 42",Young +4,2014-10-14,2014
President Obama Job Approval,Gallup,"Approve 41, Disapprove 54",Disapprove +13,2014-10-14,2014
Maine 2nd District - Poliquin vs. Cain,Pan Atlantic SMS*,"Cain 36, Poliquin 33",Cain +3,2014-10-14,2014
President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 49",Tie,2014-10-14,2014
Maine Governor - LePage vs. Michaud vs. Cutler,Bangor Daily News/Ipsos,"Michaud 42, LePage 36, Cutler 16",Michaud +6,2014-10-14,2014
Kansas Governor - Brownback vs. Davis,Remington Research Group (R)*,"Brownback 48, Davis 45",Brownback +3,2014-10-14,2014
"$('#chart_slider').bjqs({  'width' : 280,  'height' : 248,  'automatic' : false,  'nexttext' : '>',  'prevtext' : '<',  'showmarkers' : false  });  GA_googleFillSlot(""RC_300_by_250_middle"");",,,,2014-10-14,2014
New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 46, Garcia 43",Kuster +3,2014-10-14,2014
Florida Governor - Scott vs. Crist,CNN/Opinion Research*,"Crist 44, Scott 44",Tie,2014-10-14,2014
Kansas Senate - Roberts vs. Orman,Remington Research Group (R)*,"Roberts 48, Orman 46",Roberts +2,2014-10-14,2014
Florida Governor - Scott vs. Crist vs. Wyllie,SurveyUSA,"Crist 45, Scott 41, Wyllie 7",Crist +4,2014-10-14,2014
Florida Governor - Scott vs. Crist vs. Wyllie,CNN/Opinion Research,"Crist 44, Scott 44, Wyllie 9",Tie,2014-10-14,2014
Utah 4th District - Love vs. Owens,UtahPolicy/Dan Jones,"Love 49, Owens 40",Love +9,2014-10-14,2014
New Jersey 3rd District - MacArthur vs. Belgard,Monmouth,"MacArthur 51, Belgard 41",MacArthur +10,2014-10-14,2014
Florida Governor - Scott vs. Crist,SurveyUSA*,"Crist 45, Scott 41",Crist +4,2014-10-14,2014
2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 50, Democrats 43",Republicans +7,2014-10-15,2014
Iowa Governor - Branstad vs. Hatch,USA Today/Suffolk*,"Branstad 54, Hatch 37",Branstad +17,2014-10-15,2014
Iowa Governor - Branstad vs. Hatch,Quinnipiac,"Branstad 54, Hatch 39",Branstad +15,2014-10-15,2014
Alaska Governor - Parnell vs. Walker,Rasmussen Reports,"Walker 50, Parnell 41",Walker +9,2014-10-15,2014
Maine Governor - LePage vs. Michaud vs. Cutler,Critical Insights,"LePage 39, Michaud 36, Cutler 21",LePage +3,2014-10-15,2014
Rhode Island Governor - Fung vs. Raimondo,Providence Journal/WPRI*,"Raimondo 42, Fung 36",Raimondo +6,2014-10-15,2014
Wisconsin Governor - Walker vs. Burke,Marquette University,"Walker 47, Burke 47",Tie,2014-10-15,2014
Colorado Governor - Beauprez vs. Hickenlooper,CNN/Opinion Research,"Hickenlooper 49, Beauprez 48",Hickenlooper +1,2014-10-15,2014
2014 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 48, Democrats 47",Republicans +1,2014-10-15,2014
Louisiana Senate Open Primary (Nov. 4),Rasmussen Reports,"Landrieu 41, Cassidy 38, Maness 14",Landrieu +3,2014-10-15,2014
Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 52, Landrieu 43",Cassidy +9,2014-10-15,2014
Iowa Senate - Ernst vs. Braley,USA Today/Suffolk*,"Ernst 47, Braley 43",Ernst +4,2014-10-15,2014
Iowa Senate - Ernst vs. Braley,Quinnipiac,"Ernst 47, Braley 45",Ernst +2,2014-10-15,2014
Colorado Senate - Gardner vs. Udall,CNN/Opinion Research,"Gardner 50, Udall 46",Gardner +4,2014-10-15,2014
Colorado Governor - Beauprez vs. Hickenlooper,Quinnipiac*,"Hickenlooper 42, Beauprez 46",Beauprez +4,2014-10-15,2014
Maine 2nd District - Poliquin vs. Cain vs. Richardson,Critical Insights,"Poliquin 41, Cain 36, Richardson 6",Poliquin +5,2014-10-15,2014
Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Baker 39, Coakley 42",Coakley +3,2014-10-15,2014
President Obama Job Approval,ABC News/Wash Post,"Approve 39, Disapprove 57",Disapprove +18,2014-10-15,2014
New Jersey 5th District - Garrett vs. Cho,Monmouth,"Garrett 48, Cho 43",Garrett +5,2014-10-15,2014
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 72",Disapprove +61,2014-10-15,2014
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 12, Disapprove 83",Disapprove +71,2014-10-15,2014
Congressional Job Approval,FOX News,"Approve 13, Disapprove 79",Disapprove +66,2014-10-15,2014
Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 65",Wrong Track +38,2014-10-15,2014
Direction of Country,The Economist/YouGov,"Right Direction 30, Wrong Track 61",Wrong Track +31,2014-10-15,2014
Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 25, Wrong Track 65",Wrong Track +40,2014-10-15,2014
