Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
Georgia Senate - Perdue vs. Nunn,WSB-TV/Landmark*,"Perdue 40, Nunn 47",Nunn +7,2014-08-23,2014
Alaska Senate - Sullivan vs. Begich,Rasmussen Reports,"Sullivan 47, Begich 45",Sullivan +2,2014-08-25,2014
Iowa Senate - Ernst vs. Braley,PPP (D),"Braley 42, Ernst 42",Tie,2014-08-26,2014
Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA*,"Franken 51, McFadden 42",Franken +9,2014-08-26,2014
Iowa Senate - Ernst vs. Braley,USA Today/Suffolk*,"Braley 40, Ernst 40",Tie,2014-08-27,2014
Arkansas Senate - Cotton vs. Pryor,Rasmussen Reports,"Cotton 43, Pryor 44",Pryor +1,2014-08-27,2014
Kansas Senate - Roberts vs. Taylor vs. Orman,SurveyUSA*,"Orman 20, Roberts 37, Taylor 32",Roberts +5,2014-08-27,2014
Michigan Senate - Land vs. Peters,Mitchell Research,"Peters 46, Land 44",Peters +2,2014-08-28,2014
Michigan Senate - Land vs. Peters,EPIC-MRA,"Peters 45, Land 39",Peters +6,2014-08-28,2014
West Virginia Senate - Capito vs. Tennant,The West Virginia Poll,"Capito 54, Tennant 37",Capito +17,2014-08-30,2014
Kentucky Senate - McConnell vs. Grimes,Courier-Journal/SurveyUSA*,"McConnell 46, Grimes 42",McConnell +4,2014-08-31,2014
Oklahoma Senate - Lankford vs. Johnson,Rasmussen Reports,"Lankford 58, Johnson 29",Lankford +29,2014-09-01,2014
Illinois Senate - Oberweis vs. Durbin,Sun-Times/WeAskAmerica*,"Durbin 48, Oberweis 41",Durbin +7,2014-09-01,2014
Georgia Senate - Perdue vs. Nunn,WRBL/Ledger-Enquirer/PMB*,"Perdue 43, Nunn 45",Nunn +2,2014-09-02,2014
Kentucky Senate - McConnell vs. Grimes,Rasmussen Reports,"McConnell 46, Grimes 41",McConnell +5,2014-09-03,2014
Kentucky Senate - McConnell vs. Grimes,CNN/Opinion Research,"McConnell 50, Grimes 46",McConnell +4,2014-09-03,2014
Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 41",Cassidy +3,2014-09-04,2014
Oregon Senate - Wehby vs. Merkley,Rasmussen Reports,"Merkley 48, Wehby 35",Merkley +13,2014-09-05,2014
Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Udall 44, Gardner 42",Udall +2,2014-09-05,2014
Arkansas Senate - Cotton vs. Pryor,CNN/Opinion Research,"Cotton 49, Pryor 47",Cotton +2,2014-09-05,2014
Oklahoma Senate - Inhofe vs. Silverstein,Sooner Poll/News 9/News on 6*,"Inhofe 59, Silverstein 27",Inhofe +32,2014-09-06,2014
Maine Senate - Collins vs. Bellows,Rasmussen Reports,"Collins 59, Bellows 31",Collins +28,2014-09-06,2014
Oklahoma Senate - Lankford vs. Johnson,Sooner Poll/News 9/News on 6*,"Lankford 58, Johnson 28",Lankford +30,2014-09-06,2014
New Mexico Senate - Weh vs. Udall,CBS News/NYT/YouGov,"Udall 54, Weh 36",Udall +18,2014-09-07,2014
Idaho Senate - Risch vs. Mitchell,CBS News/NYT/YouGov,"Risch 59, Mitchell 25",Risch +34,2014-09-07,2014
Massachusetts Senate - Addivinola vs. Markey,CBS News/NYT/YouGov,"Markey 53, Addivinola 28",Markey +25,2014-09-07,2014
Maine Senate - Collins vs. Bellows,CBS News/NYT/YouGov,"Collins 58, Bellows 26",Collins +32,2014-09-07,2014
Mississippi Senate - Cochran vs. Childers,CBS News/NYT/YouGov,"Cochran 46, Childers 31",Cochran +15,2014-09-07,2014
Nebraska Senate - Sasse vs. Domina,CBS News/NYT/YouGov,"Sasse 56, Domina 30",Sasse +26,2014-09-07,2014
Oklahoma Senate - Lankford vs. Johnson,CBS News/NYT/YouGov,"Lankford 61, Johnson 28",Lankford +33,2014-09-07,2014
Rhode Island Senate - Zaccaria vs. Reed,CBS News/NYT/YouGov,"Reed 52, Zaccaria 32",Reed +20,2014-09-07,2014
South Carolina Senate - Graham vs. Hutto,CBS News/NYT/YouGov*,"Graham 42, Hutto 29",Graham +13,2014-09-07,2014
South Carolina Senate - Scott vs. Dickerson,CBS News/NYT/YouGov,"Scott 54, Dickerson 33",Scott +21,2014-09-07,2014
Tennessee Senate - Alexander vs. Ball,CBS News/NYT/YouGov,"Alexander 47, Ball 32",Alexander +15,2014-09-07,2014
Texas Senate - Cornyn vs. Alameel,CBS News/NYT/YouGov,"Cornyn 55, Alameel 34",Cornyn +21,2014-09-07,2014
Wyoming Senate - Enzi vs. Hardy,CBS News/NYT/YouGov,"Enzi 66, Hardy 21",Enzi +45,2014-09-07,2014
Hawaii Senate - Cavasso vs. Schatz,CBS News/NYT/YouGov,"Schatz 62, Cavasso 27",Schatz +35,2014-09-07,2014
Oklahoma Senate - Inhofe vs. Silverstein,CBS News/NYT/YouGov,"Inhofe 60, Silverstein 28",Inhofe +32,2014-09-07,2014
Delaware Senate - Wade vs. Coons,CBS News/NYT/YouGov,"Coons 48, Wade 35",Coons +13,2014-09-07,2014
South Dakota Senate - Rounds vs. Weiland vs. Pressler,CBS News/NYT/YouGov,"Rounds 43, Weiland 29, Pressler 6",Rounds +14,2014-09-07,2014
Virginia Senate - Gillespie vs. Warner,CBS News/NYT/YouGov,"Warner 51, Gillespie 39",Warner +12,2014-09-07,2014
West Virginia Senate - Capito vs. Tennant,CBS News/NYT/YouGov,"Capito 55, Tennant 32",Capito +23,2014-09-07,2014
Kentucky Senate - McConnell vs. Grimes,NBC News/Marist*,"McConnell 47, Grimes 39",McConnell +8,2014-09-07,2014
Colorado Senate - Gardner vs. Udall,NBC News/Marist,"Udall 48, Gardner 42",Udall +6,2014-09-07,2014
Arkansas Senate - Cotton vs. Pryor,NBC News/Marist*,"Cotton 45, Pryor 40",Cotton +5,2014-09-07,2014
Alaska Senate - Sullivan vs. Begich,CBS News/NYT/YouGov,"Sullivan 44, Begich 38",Sullivan +6,2014-09-07,2014
Arkansas Senate - Cotton vs. Pryor,CBS News/NYT/YouGov,"Cotton 43, Pryor 39",Cotton +4,2014-09-07,2014
Colorado Senate - Gardner vs. Udall,CBS News/NYT/YouGov,"Udall 46, Gardner 43",Udall +3,2014-09-07,2014
Iowa Senate - Ernst vs. Braley,CBS News/NYT/YouGov,"Braley 44, Ernst 42",Braley +2,2014-09-07,2014
Georgia Senate - Perdue vs. Nunn,CBS News/NYT/YouGov*,"Perdue 47, Nunn 41",Perdue +6,2014-09-07,2014
Michigan Senate - Land vs. Peters,CBS News/NYT/YouGov,"Peters 42, Land 43",Land +1,2014-09-07,2014
North Carolina Senate - Tillis vs. Hagan,CBS News/NYT/YouGov*,"Hagan 42, Tillis 43",Tillis +1,2014-09-07,2014
Louisiana Senate Open Primary (Nov. 4),CBS News/NYT/YouGov,"Landrieu 36, Cassidy 38, Maness 10",Cassidy +2,2014-09-07,2014
New Hampshire Senate - Brown vs. Shaheen,CBS News/NYT/YouGov,"Shaheen 47, Brown 41",Shaheen +6,2014-09-07,2014
Minnesota Senate - McFadden vs. Franken,CBS News/NYT/YouGov,"Franken 49, McFadden 41",Franken +8,2014-09-07,2014
Illinois Senate - Oberweis vs. Durbin,CBS News/NYT/YouGov,"Durbin 50, Oberweis 38",Durbin +12,2014-09-07,2014
Montana Senate - Daines vs. Curtis,CBS News/NYT/YouGov,"Daines 53, Curtis 35",Daines +18,2014-09-07,2014
New Jersey Senate - Bell vs. Booker,CBS News/NYT/YouGov,"Booker 52, Bell 37",Booker +15,2014-09-07,2014
Oregon Senate - Wehby vs. Merkley,CBS News/NYT/YouGov,"Merkley 51, Wehby 39",Merkley +12,2014-09-07,2014
Kentucky Senate - McConnell vs. Grimes,CBS News/NYT/YouGov,"McConnell 47, Grimes 42",McConnell +5,2014-09-07,2014
Kansas Senate - Roberts vs. Taylor vs. Orman,SurveyUSA*,"Orman 37, Roberts 36, Taylor 10",Orman +1,2014-09-08,2014
Iowa Senate - Ernst vs. Braley,Loras College,"Braley 45, Ernst 41",Braley +4,2014-09-08,2014
Michigan Senate - Land vs. Peters,PPP (D),"Peters 45, Land 40",Peters +5,2014-09-09,2014
Michigan Senate - Land vs. Peters,Detroit News,"Peters 47, Land 37",Peters +10,2014-09-10,2014
Georgia Senate - Perdue vs. Nunn,SurveyUSA*,"Perdue 47, Nunn 44",Perdue +3,2014-09-10,2014
New Jersey Senate - Bell vs. Booker,Fairleigh Dickinson,"Booker 42, Bell 29",Booker +13,2014-09-10,2014
New Jersey Senate - Bell vs. Booker,Richard Stockton College,"Booker 49, Bell 36",Booker +13,2014-09-10,2014
Virginia Senate - Gillespie vs. Warner,Christopher Newport Univ.*,"Warner 53, Gillespie 31",Warner +22,2014-09-10,2014
South Dakota Senate - Rounds vs. Weiland vs. Pressler,SurveyUSA*,"Rounds 39, Weiland 28, Pressler 25",Rounds +11,2014-09-10,2014
Michigan Senate - Land vs. Peters,USA Today/Suffolk*,"Peters 46, Land 37",Peters +9,2014-09-11,2014
North Carolina Senate - Tillis vs. Hagan,SurveyUSA/Civitas (R),"Hagan 47, Tillis 46",Hagan +1,2014-09-11,2014
North Carolina Senate - Tillis vs. Hagan,Rasmussen Reports,"Hagan 45, Tillis 39",Hagan +6,2014-09-11,2014
Iowa Senate - Ernst vs. Braley,CNN/Opinion Research,"Braley 49, Ernst 48",Braley +1,2014-09-12,2014
Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Udall 46, Gardner 42",Udall +4,2014-09-12,2014
Georgia Senate - Perdue vs. Nunn,Atlanta Journal-Constitution*,"Perdue 45, Nunn 41",Perdue +4,2014-09-12,2014
Georgia Senate - Perdue vs. Nunn,InsiderAdvantage*,"Perdue 50, Nunn 40",Perdue +10,2014-09-13,2014
Delaware Senate - Wade vs. Coons,Rasmussen Reports,"Coons 49, Wade 34",Coons +15,2014-09-14,2014
Georgia Senate - Perdue vs. Nunn,WSB-TV/Landmark*,"Perdue 43, Nunn 46",Nunn +3,2014-09-15,2014
Michigan Senate - Land vs. Peters,Mitchell Research*,"Peters 43, Land 41",Peters +2,2014-09-15,2014
North Carolina Senate - Tillis vs. Hagan,American Insights (R),"Hagan 50, Tillis 40",Hagan +10,2014-09-15,2014
New Hampshire Senate - Brown vs. Shaheen,Rasmussen Reports,"Shaheen 48, Brown 42",Shaheen +6,2014-09-15,2014
New Hampshire Senate - Brown vs. Shaheen,CNN/Opinion Research,"Shaheen 48, Brown 48",Tie,2014-09-15,2014
North Carolina Senate - Tillis vs. Hagan,Elon University,"Hagan 45, Tillis 41",Hagan +4,2014-09-15,2014
Minnesota Senate - McFadden vs. Franken,Star Tribune/Mason-Dixon*,"Franken 49, McFadden 36",Franken +13,2014-09-15,2014
New Mexico Senate - Weh vs. Udall,Albuquerque Journal,"Udall 51, Weh 38",Udall +13,2014-09-15,2014
Hawaii Senate - Cavasso vs. Schatz,Rasmussen Reports,"Schatz 60, Cavasso 28",Schatz +32,2014-09-15,2014
Illinois Senate - Oberweis vs. Durbin,Chicago Tribune*,"Durbin 55, Oberweis 32",Durbin +23,2014-09-15,2014
Oregon Senate - Wehby vs. Merkley,The Polling Company (R)*,"Merkley 42, Wehby 34",Merkley +8,2014-09-15,2014
North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 46, Tillis 42",Hagan +4,2014-09-16,2014
New Hampshire Senate - Brown vs. Shaheen,ARG,"Shaheen 50, Brown 45",Shaheen +5,2014-09-16,2014
Kansas Senate - Roberts vs. Orman,PPP (D),"Roberts 36, Orman 46",Orman +10,2014-09-16,2014
Louisiana Senate Open Primary (Nov. 4),FOX News,"Landrieu 31, Cassidy 35, Maness 7",Cassidy +4,2014-09-17,2014
Louisiana Senate - Cassidy vs. Landrieu,FOX News,"Cassidy 51, Landrieu 38",Cassidy +13,2014-09-17,2014
North Carolina Senate - Tillis vs. Hagan,FOX News*,"Hagan 41, Tillis 36",Hagan +5,2014-09-17,2014
Iowa Senate - Ernst vs. Braley,FOX News,"Ernst 41, Braley 41",Tie,2014-09-17,2014
Iowa Senate - Ernst vs. Braley,Quinnipiac,"Ernst 50, Braley 44",Ernst +6,2014-09-17,2014
Kansas Senate - Roberts vs. Orman,FOX News,"Roberts 42, Orman 48",Orman +6,2014-09-17,2014
Colorado Senate - Gardner vs. Udall,USA Today/Suffolk*,"Gardner 43, Udall 42",Gardner +1,2014-09-17,2014
Michigan Senate - Land vs. Peters,Vanguard/Denno Research (D),"Peters 45, Land 38",Peters +7,2014-09-17,2014
Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 48, Udall 40",Gardner +8,2014-09-18,2014
New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 51, Brown 40",Shaheen +11,2014-09-18,2014
Massachusetts Senate - Herr vs. Markey,Rasmussen Reports,"Markey 49, Herr 31",Markey +18,2014-09-18,2014
Georgia Senate - Perdue vs. Nunn,Rasmussen Reports,"Perdue 46, Nunn 41",Perdue +5,2014-09-18,2014
Iowa Senate - Ernst vs. Braley,Rasmussen Reports,"Ernst 43, Braley 43",Tie,2014-09-19,2014
Kansas Senate - Roberts vs. Orman,Rasmussen Reports**,"Roberts 40, Orman 45",Orman +5,2014-09-19,2014
Massachusetts Senate - Herr vs. Markey,Boston Globe,"Markey 53, Herr 27",Markey +26,2014-09-19,2014
North Carolina Senate - Tillis vs. Hagan,High Point*,"Hagan 42, Tillis 40",Hagan +2,2014-09-22,2014
Michigan Senate - Land vs. Peters,Magellan Strategies (R)*,"Peters 45, Land 40",Peters +5,2014-09-22,2014
Michigan Senate - Land vs. Peters,WeAskAmerica*,"Peters 42, Land 39",Peters +3,2014-09-22,2014
Kentucky Senate - McConnell vs. Grimes,Reuters/Ipsos,"McConnell 46, Grimes 42",McConnell +4,2014-09-23,2014
Michigan Senate - Land vs. Peters,Rasmussen Reports,"Peters 41, Land 39",Peters +2,2014-09-23,2014
Alaska Senate - Sullivan vs. Begich,PPP (D),"Sullivan 45, Begich 42",Sullivan +3,2014-09-23,2014
Arkansas Senate - Cotton vs. Pryor,PPP (D),"Cotton 45, Pryor 39",Cotton +6,2014-09-23,2014
Hawaii Senate - Cavasso vs. Schatz,Honolulu Civil Beat/MRG,"Schatz 62, Cavasso 25",Schatz +37,2014-09-23,2014
Arkansas Senate - Cotton vs. Pryor,USA Today/Suffolk*,"Cotton 43, Pryor 45",Pryor +2,2014-09-24,2014
Georgia Senate - Perdue vs. Nunn,SurveyUSA*,"Perdue 46, Nunn 45",Perdue +1,2014-09-24,2014
New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 50, Brown 43",Shaheen +7,2014-09-24,2014
Massachusetts Senate - Herr vs. Markey,WBUR/MassINC,"Markey 58, Herr 30",Markey +28,2014-09-24,2014
Virginia Senate - Gillespie vs. Warner,Roanoke College*,"Warner 49, Gillespie 29",Warner +20,2014-09-24,2014
Alaska Senate - Sullivan vs. Begich,Rasmussen Reports,"Sullivan 48, Begich 43",Sullivan +5,2014-09-25,2014
Virginia Senate - Gillespie vs. Warner,Quinnipiac,"Warner 50, Gillespie 41",Warner +9,2014-09-25,2014
Arkansas Senate - Cotton vs. Pryor,Rasmussen Reports,"Cotton 47, Pryor 40",Cotton +7,2014-09-26,2014
Virginia Senate - Gillespie vs. Warner,PPP (D),"Warner 49, Gillespie 37",Warner +12,2014-09-26,2014
Oregon Senate - Wehby vs. Merkley,SurveyUSA,"Merkley 52, Wehby 32",Merkley +20,2014-09-26,2014
Delaware Senate - Wade vs. Coons,University of Delaware*,"Coons 50, Wade 25",Coons +25,2014-09-26,2014
Louisiana Senate Open Primary (Nov. 4),CNN/Opinion Research,"Landrieu 43, Cassidy 40, Maness 9",Landrieu +3,2014-09-28,2014
North Carolina Senate - Tillis vs. Hagan,CNN/Opinion Research*,"Hagan 46, Tillis 43",Hagan +3,2014-09-28,2014
Louisiana Senate - Cassidy vs. Landrieu,CNN/Opinion Research,"Cassidy 50, Landrieu 47",Cassidy +3,2014-09-28,2014
Iowa Senate - Ernst vs. Braley,Des Moines Register*,"Ernst 44, Braley 38",Ernst +6,2014-09-28,2014
Maine Senate - Collins vs. Bellows,Portland Press Herald,"Collins 59, Bellows 29",Collins +30,2014-09-28,2014
Rhode Island Senate - Zaccaria vs. Reed,Rasmussen Reports,"Reed 61, Zaccaria 26",Reed +35,2014-09-28,2014
New Mexico Senate - Weh vs. Udall,Rasmussen Reports,"Udall 52, Weh 39",Udall +13,2014-09-28,2014
S.D. Senate - Rounds vs. Weiland vs. Pressler,Nielson Brothers*,"Rounds 39, Weiland 26, Pressler 24",Rounds +13,2014-09-29,2014
Massachusetts Senate - Herr vs. Markey,Suffolk/Boston Herald,"Markey 54, Herr 30",Markey +24,2014-09-29,2014
Massachusetts Senate - Herr vs. Markey,Western NE University,"Markey 56, Herr 34",Markey +22,2014-09-29,2014
Illinois Senate - Oberweis vs. Durbin,Rasmussen Reports,"Durbin 51, Oberweis 37",Durbin +14,2014-09-29,2014
Iowa Senate - Ernst vs. Braley,PPP (D),"Ernst 45, Braley 43",Ernst +2,2014-09-30,2014
North Carolina Senate - Tillis vs. Hagan,Civitas (R),"Hagan 50, Tillis 43",Hagan +7,2014-09-30,2014
Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 45",Cassidy +3,2014-09-30,2014
Louisiana Senate Open Primary (Nov. 4),PPP (D),"Landrieu 42, Cassidy 34, Maness 12",Landrieu +8,2014-09-30,2014
New Hampshire Senate - Brown vs. Shaheen,ARG,"Shaheen 53, Brown 43",Shaheen +10,2014-09-30,2014
Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 48, Udall 47",Gardner +1,2014-10-01,2014
Kansas Senate - Roberts vs. Orman,USA Today/Suffolk*,"Roberts 41, Orman 46",Orman +5,2014-10-01,2014
Texas Senate - Cornyn vs. Alameel,Texas Lyceum*,"Cornyn 48, Alameel 30",Cornyn +18,2014-10-01,2014
South Carolina Senate - Graham vs. Hutto,Winthrop*,"Graham 46, Hutto 28",Graham +18,2014-10-01,2014
South Carolina Senate - Scott vs. Dickerson,Winthrop*,"Scott 52, Dickerson 32",Scott +20,2014-10-01,2014
New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 47, Brown 47",Tie,2014-10-02,2014
Michigan Senate - Land vs. Peters,Mitchell Research*,"Peters 49, Land 36",Peters +13,2014-10-02,2014
Minnesota Senate - McFadden vs. Franken,Rasmussen Reports,"Franken 49, McFadden 41",Franken +8,2014-10-02,2014
West Virginia Senate - Capito vs. Tennant,Rasmussen Reports,"Capito 50, Tennant 39",Capito +11,2014-10-02,2014
New Jersey Senate - Bell vs. Booker,Quinnipiac,"Booker 51, Bell 40",Booker +11,2014-10-02,2014
Michigan Senate - Land vs. Peters,Target-Insyght/MIRS,"Peters 48, Land 38",Peters +10,2014-10-03,2014
Georgia Senate - Perdue vs. Nunn,Rasmussen Reports,"Perdue 46, Nunn 42",Perdue +4,2014-10-03,2014
Michigan Senate - Land vs. Peters,EPIC-MRA*,"Peters 42, Land 33",Peters +9,2014-10-03,2014
Oklahoma Senate - Inhofe vs. Silverstein,Sooner Poll/News 9/News on 6,"Inhofe 56, Silverstein 32",Inhofe +24,2014-10-03,2014
Oklahoma Senate - Lankford vs. Johnson,Sooner Poll/News 9/News on 6,"Lankford 56, Johnson 28",Lankford +28,2014-10-03,2014
Georgia Senate - Perdue vs. Nunn,InsiderAdvantage*,"Perdue 47, Nunn 43",Perdue +4,2014-10-04,2014
North Carolina Senate - Tillis vs. Hagan,CBS News/NYT/YouGov*,"Hagan 46, Tillis 45",Hagan +1,2014-10-05,2014
Virginia Senate - Gillespie vs. Warner,CBS News/NYT/YouGov*,"Warner 51, Gillespie 39",Warner +12,2014-10-05,2014
Minnesota Senate - McFadden vs. Franken,CBS News/NYT/YouGov,"Franken 49, McFadden 42",Franken +7,2014-10-05,2014
Michigan Senate - Land vs. Peters,CBS News/NYT/YouGov,"Peters 46, Land 41",Peters +5,2014-10-05,2014
Kentucky Senate - McConnell vs. Grimes,CBS News/NYT/YouGov*,"McConnell 47, Grimes 41",McConnell +6,2014-10-05,2014
Louisiana Senate Open Primary (Nov. 4),CBS News/NYT/YouGov,"Landrieu 36, Cassidy 32, Maness 4",Landrieu +4,2014-10-05,2014
Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 41",Cassidy +6,2014-10-05,2014
New Hampshire Senate - Brown vs. Shaheen,CBS News/NYT/YouGov,"Shaheen 48, Brown 41",Shaheen +7,2014-10-05,2014
Iowa Senate - Ernst vs. Braley,CBS News/NYT/YouGov,"Ernst 43, Braley 44",Braley +1,2014-10-05,2014
North Carolina Senate - Tillis vs. Hagan,NBC News/Marist*,"Hagan 44, Tillis 40",Hagan +4,2014-10-05,2014
Colorado Senate - Gardner vs. Udall,CBS News/NYT/YouGov,"Gardner 45, Udall 48",Udall +3,2014-10-05,2014
Arkansas Senate - Cotton vs. Pryor,CBS News/NYT/YouGov,"Cotton 45, Pryor 41",Cotton +4,2014-10-05,2014
Alaska Senate - Sullivan vs. Begich,CBS News/NYT/YouGov,"Sullivan 48, Begich 42",Sullivan +6,2014-10-05,2014
Kansas Senate - Roberts vs. Orman,CBS News/NYT/YouGov*,"Roberts 40, Orman 40",Tie,2014-10-05,2014
Kansas Senate - Roberts vs. Orman,NBC News/Marist*,"Roberts 38, Orman 48",Orman +10,2014-10-05,2014
Iowa Senate - Ernst vs. Braley,NBC News/Marist,"Ernst 46, Braley 44",Ernst +2,2014-10-05,2014
Georgia Senate - Perdue vs. Nunn,CBS News/NYT/YouGov*,"Perdue 47, Nunn 43",Perdue +4,2014-10-05,2014
New Jersey Senate - Bell vs. Booker,CBS News/NYT/YouGov,"Booker 51, Bell 37",Booker +14,2014-10-05,2014
Illinois Senate - Oberweis vs. Durbin,CBS News/NYT/YouGov,"Durbin 51, Oberweis 39",Durbin +12,2014-10-05,2014
S.D. Senate - Rounds vs. Weiland vs. Pressler,CBS News/NYT/YouGov,"Rounds 42, Weiland 27, Pressler 12",Rounds +15,2014-10-05,2014
Oregon Senate - Wehby vs. Merkley,CBS News/NYT/YouGov,"Merkley 52, Wehby 39",Merkley +13,2014-10-05,2014
Texas Senate - Cornyn vs. Alameel,Rasmussen Reports,"Cornyn 50, Alameel 29",Cornyn +21,2014-10-05,2014
Wyoming Senate - Enzi vs. Hardy,CBS News/NYT/YouGov,"Enzi 75, Hardy 17",Enzi +58,2014-10-05,2014
Hawaii Senate - Cavasso vs. Schatz,CBS News/NYT/YouGov,"Schatz 71, Cavasso 17",Schatz +54,2014-10-05,2014
Rhode Island Senate - Zaccaria vs. Reed,CBS News/NYT/YouGov,"Reed 64, Zaccaria 22",Reed +42,2014-10-05,2014
Oklahoma Senate - Inhofe vs. Silverstein,CBS News/NYT/YouGov,"Inhofe 67, Silverstein 25",Inhofe +42,2014-10-05,2014
Oklahoma Senate - Lankford vs. Johnson,CBS News/NYT/YouGov,"Lankford 65, Johnson 24",Lankford +41,2014-10-05,2014
Texas Senate - Cornyn vs. Alameel,CBS News/NYT/YouGov,"Cornyn 55, Alameel 35",Cornyn +20,2014-10-05,2014
Tennessee Senate - Alexander vs. Ball,CBS News/NYT/YouGov,"Alexander 53, Ball 32",Alexander +21,2014-10-05,2014
Idaho Senate - Risch vs. Mitchell,CBS News/NYT/YouGov,"Risch 64, Mitchell 27",Risch +37,2014-10-05,2014
South Carolina Senate - Graham vs. Hutto,CBS News/NYT/YouGov*,"Graham 44, Hutto 27",Graham +17,2014-10-05,2014
Nebraska Senate - Sasse vs. Domina,CBS News/NYT/YouGov,"Sasse 58, Domina 31",Sasse +27,2014-10-05,2014
Maine Senate - Collins vs. Bellows,CBS News/NYT/YouGov,"Collins 57, Bellows 33",Collins +24,2014-10-05,2014
Massachusetts Senate - Herr vs. Markey,CBS News/NYT/YouGov,"Markey 54, Herr 31",Markey +23,2014-10-05,2014
Delaware Senate - Wade vs. Coons,CBS News/NYT/YouGov,"Coons 51, Wade 35",Coons +16,2014-10-05,2014
New Mexico Senate - Weh vs. Udall,CBS News/NYT/YouGov,"Udall 53, Weh 35",Udall +18,2014-10-05,2014
Mississippi Senate - Cochran vs. Childers,CBS News/NYT/YouGov,"Cochran 46, Childers 35",Cochran +11,2014-10-05,2014
West Virginia Senate - Capito vs. Tennant,CBS News/NYT/YouGov,"Capito 56, Tennant 33",Capito +23,2014-10-05,2014
Montana Senate - Daines vs. Curtis,CBS News/NYT/YouGov,"Daines 55, Curtis 34",Daines +21,2014-10-05,2014
South Carolina Senate - Scott vs. Dickerson,CBS News/NYT/YouGov,"Scott 54, Dickerson 31",Scott +23,2014-10-05,2014
Iowa Senate - Ernst vs. Braley,Loras College,"Ernst 42, Braley 42",Tie,2014-10-06,2014
Kentucky Senate - McConnell vs. Grimes,Courier-Journal/SurveyUSA*,"McConnell 44, Grimes 46",Grimes +2,2014-10-06,2014
New Jersey Senate - Bell vs. Booker,Monmouth,"Booker 53, Bell 38",Booker +15,2014-10-06,2014
Kansas Senate - Roberts vs. Orman,SurveyUSA*,"Roberts 42, Orman 47",Orman +5,2014-10-07,2014
Georgia Senate - Perdue vs. Nunn,PPP (D),"Perdue 48, Nunn 45",Perdue +3,2014-10-07,2014
Michigan Senate - Land vs. Peters,Detroit News*,"Peters 44, Land 35",Peters +9,2014-10-07,2014
Michigan Senate - Land vs. Peters,MRG (R),"Peters 47, Land 36",Peters +11,2014-10-07,2014
