,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
9538,2014-08-15,Rasmussen Reports,Wisconsin Governor - Walker vs. Burke,"Walker 48, Burke 47",Walker +1,2014
9539,2014-08-15,FOX News,2014 Generic Congressional Vote,"Democrats 46, Republicans 39",Democrats +7,2014
9540,2014-08-14,Reason-Rupe/PSRAI,President Obama Job Approval,"Approve 43, Disapprove 52",Disapprove +9,2014
9541,2014-08-14,Reason-Rupe/PSRAI,2014 Generic Congressional Vote,"Democrats 42, Republicans 41",Democrats +1,2014
9542,2014-08-14,Rasmussen Reports,Tennessee Senate - Alexander vs. Ball,"Alexander 47, Ball 32",Alexander +15,2014
9543,2014-08-14,Reason-Rupe/PSRAI,Direction of Country,"Right Direction 33, Wrong Track 60",Wrong Track +27,2014
9544,2014-08-14,McClatchy/Marist,2016 Republican Presidential Nomination,"Christie 13, Bush 13, Paul 7, Ryan 9, Cruz 10, Perry 7, Rubio 9, Walker 4, Santorum 3, Jindal 2",Tie,2014
9545,2014-08-14,McClatchy/Marist,General Election: Christie vs. Clinton,"Clinton 47, Christie 41",Clinton +6,2014
9546,2014-08-14,McClatchy/Marist,General Election: Bush vs. Clinton,"Clinton 48, Bush 41",Clinton +7,2014
9547,2014-08-14,McClatchy/Marist,General Election: Paul vs. Clinton,"Clinton 48, Paul 42",Clinton +6,2014
9548,2014-08-14,Reason-Rupe/PSRAI,Congressional Job Approval,"Approve 18, Disapprove 75",Disapprove +57,2014
9549,2014-08-13,FOX News,President Obama Job Approval,"Approve 42, Disapprove 49",Disapprove +7,2014
9550,2014-08-13,Rasmussen Reports,Direction of Country,"Right Direction 27, Wrong Track 65",Wrong Track +38,2014
9551,2014-08-12,McClatchy/Marist,President Obama Job Approval,"Approve 40, Disapprove 52",Disapprove +12,2014
9552,2014-08-12,McClatchy/Marist,Direction of Country,"Right Direction 27, Wrong Track 66",Wrong Track +39,2014
9553,2014-08-12,Gallup,Congressional Job Approval,"Approve 13, Disapprove 83",Disapprove +70,2014
9554,2014-08-12,McClatchy/Marist,2014 Generic Congressional Vote,"Democrats 38, Republicans 43",Republicans +5,2014
9555,2014-08-12,PPP (D),Kentucky Senate - McConnell vs. Grimes,"McConnell 47, Grimes 42",McConnell +5,2014
9556,2014-08-12,Rasmussen Reports,Kansas Governor - Brownback vs. Davis,"Davis 51, Brownback 41",Davis +10,2014
9557,2014-08-12,UtahPolicy/Dan Jones,Utah 4th District - Love vs. Owens,"Love 44, Owens 32",Love +12,2014
9558,2014-08-11,Rasmussen Reports*,Public Approval of Health Care Law,"For/Favor 44, Against/Oppose 53",Against/Oppose +9,2014
9559,2014-08-11,Rasmussen Reports,2014 Generic Congressional Vote,"Democrats 39, Republicans 40",Republicans +1,2014
9560,2014-08-11,Sun-Times/WeAskAmerica,Illinois Governor - Rauner vs. Quinn,"Rauner 51, Quinn 38",Rauner +13,2014
9561,2014-08-11,Rasmussen Reports,Kansas Senate - Roberts vs. Taylor,"Roberts 44, Taylor 40",Roberts +4,2014
9562,2014-08-11,Siena*,New York Governor - Astorino vs. Cuomo,"Cuomo 58, Astorino 26",Cuomo +32,2014
9563,2014-08-08,The Economist/YouGov,President Obama Job Approval,"Approve 42, Disapprove 54",Disapprove +12,2014
9564,2014-08-08,Reuters/Ipsos,President Obama Job Approval,"Approve 37, Disapprove 57",Disapprove +20,2014
9565,2014-08-08,The Economist/YouGov,Direction of Country,"Right Direction 29, Wrong Track 58",Wrong Track +29,2014
9566,2014-08-08,The Economist/YouGov,Congressional Job Approval,"Approve 8, Disapprove 72",Disapprove +64,2014
9567,2014-08-08,Rasmussen Reports,Texas Governor - Abbott vs. Davis,"Abbott 48, Davis 40",Abbott +8,2014
9568,2014-08-08,Boston Globe*,Massachusetts Governor - Baker vs. Coakley,"Coakley 42, Baker 31",Coakley +11,2014
9569,2014-08-07,Associated Press/GfK,Direction of Country,"Right Direction 28, Wrong Track 72",Wrong Track +44,2014
9570,2014-08-07,Associated Press/GfK,Congressional Job Approval,"Approve 13, Disapprove 86",Disapprove +73,2014
9571,2014-08-07,Rasmussen Reports,North Carolina Senate - Tillis vs. Hagan,"Tillis 45, Hagan 40",Tillis +5,2014
9572,2014-08-07,Mitchell Research,Michigan Senate - Land vs. Peters,"Peters 45, Land 44",Peters +1,2014
9573,2014-08-07,SurveyUSA,Oregon Senate - Wehby vs. Merkley,"Merkley 52, Wehby 33",Merkley +19,2014
9574,2014-08-07,PPP (D),Alaska Senate - Republican Primary (Aug. 19),"Sullivan 35, Treadwell 29, Miller 20",Sullivan +6,2014
9575,2014-08-07,PPP (D),Alaska Senate - Sullivan vs. Begich,"Begich 45, Sullivan 41",Begich +4,2014
9576,2014-08-07,PPP (D),Alaska Senate - Treadwell vs. Begich,"Begich 44, Treadwell 41",Begich +3,2014
9577,2014-08-07,Mitchell Research,Michigan Governor - Snyder vs. Schauer,"Snyder 47, Schauer 42",Snyder +5,2014
9578,2014-08-07,SurveyUSA,Oregon Governor - Richardson vs. Kitzhaber,"Kitzhaber 48, Richardson 36",Kitzhaber +12,2014
9579,2014-08-07,PPP (D)*,Alaska Governor - Parnell vs. Mallott vs. Walker,"Parnell 37, Mallott 22, Walker 20",Parnell +15,2014
9580,2014-08-06,NBC News/Wall St. Jrnl,President Obama Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2014
9581,2014-08-06,CBS News,President Obama Job Approval,"Approve 41, Disapprove 50",Disapprove +9,2014
9582,2014-08-06,CBS News,2014 Generic Congressional Vote,"Democrats 41, Republicans 37",Democrats +4,2014
9583,2014-08-06,CBS News,Direction of Country,"Right Direction 25, Wrong Track 67",Wrong Track +42,2014
9584,2014-08-06,NBC News/Wall St. Jrnl,Direction of Country,"Right Direction 22, Wrong Track 71",Wrong Track +49,2014
9585,2014-08-06,Rasmussen Reports,Direction of Country,"Right Direction 23, Wrong Track 69",Wrong Track +46,2014
9586,2014-08-06,CBS News,Congressional Job Approval,"Approve 15, Disapprove 78",Disapprove +63,2014
9587,2014-08-06,NBC News/Wall St. Jrnl,Congressional Job Approval,"Approve 14, Disapprove 79",Disapprove +65,2014
9588,2014-08-06,MRG (R),Michigan Senate - Land vs. Peters,"Peters 47, Land 40",Peters +7,2014
9589,2014-08-06,Harper (R),Michigan Senate - Land vs. Peters,"Peters 45, Land 44",Peters +1,2014
9590,2014-08-06,SurveyUSA,Florida Governor - Scott vs. Crist,"Scott 45, Crist 43",Scott +2,2014
9591,2014-08-06,Quinnipiac,New Jersey Senate - Bell vs. Booker,"Booker 47, Bell 37",Booker +10,2014
9592,2014-08-06,Hampton University,Virginia Senate - Gillespie vs. Warner,"Warner 55, Gillespie 32",Warner +23,2014
9593,2014-08-06,MRG (R),Michigan Governor - Snyder vs. Schauer,"Snyder 45, Schauer 44",Snyder +1,2014
9594,2014-08-06,Magellan (R),Pennsylvania Governor - Corbett vs. Wolf,"Wolf 50, Corbett 38",Wolf +12,2014
9595,2014-08-06,Rasmussen Reports,Texas Senate - Cornyn vs. Alameel,"Cornyn 47, Alameel 29",Cornyn +18,2014
9596,2014-08-06,Civitas (R),North Carolina: Christie vs. Clinton,"Christie 47, Clinton 46",Christie +1,2014
9597,2014-08-06,Civitas (R),North Carolina: Paul vs. Clinton,"Clinton 48, Paul 47",Clinton +1,2014
9598,2014-08-06,Civitas (R),North Carolina: Bush vs. Clinton,"Bush 48, Clinton 47",Bush +1,2014
9599,2014-08-06,Civitas (R),North Carolina: Christie vs. Biden,"Christie 49, Biden 42",Christie +7,2014
9600,2014-08-06,Civitas (R),North Carolina: Paul vs. Biden,"Paul 49, Biden 44",Paul +5,2014
9601,2014-08-06,Civitas (R),North Carolina: Bush vs. Biden,"Bush 50, Biden 44",Bush +6,2014
9602,2014-08-06,SurveyUSA,Florida: Perry vs. Clinton,"Clinton 50, Perry 40",Clinton +10,2014
9603,2014-08-06,SurveyUSA,Florida: Perry vs. Biden,"Perry 44, Biden 43",Perry +1,2014
9604,2014-08-05,Civitas (R),North Carolina Senate - Tillis vs. Hagan,"Tillis 45, Hagan 43",Tillis +2,2014
9605,2014-08-05,PPP (D),Arkansas Senate - Cotton vs. Pryor,"Cotton 43, Pryor 41",Cotton +2,2014
9606,2014-08-05,MPRC (D),Maine Governor - LePage vs. Michaud vs. Cutler,"Michaud 43, LePage 41, Cutler 13",Michaud +2,2014
9607,2014-08-05,PPP (D),Arkansas Governor - Hutchinson vs. Ross,"Hutchinson 46, Ross 40",Hutchinson +6,2014
9608,2014-08-05,NBC NY/WSJ/Marist*,New York Governor - Astorino vs. Cuomo,"Cuomo 54, Astorino 23",Cuomo +31,2014
9609,2014-08-05,RRH/PMI (R),Tennessee Senate - GOP Primary (August 7),"Alexander 41, Carr 29, Flinn 5",Alexander +12,2014
9610,2014-08-04,Rasmussen Reports,2014 Generic Congressional Vote,"Democrats 38, Republicans 42",Republicans +4,2014
9611,2014-08-04,Honolulu Star-Advertiser,Hawaii Senate - Democratic Primary (Aug. 9),"Schatz 42, Hanabusa 50",Hanabusa +8,2014
9612,2014-08-04,Honolulu Star-Advertiser,Hawaii Governor - Democratic Primary (Aug. 9),"Ige 54, Abercrombie 36",Ige +18,2014
9613,2014-08-04,Honolulu Star-Advertiser,Hawaii Governor - Aiona vs. Ige vs. Hannemann,"Aiona 41, Ige 34, Hannemann 15",Aiona +7,2014
9614,2014-08-04,Honolulu Star-Advertiser,Hawaii Governor - Aiona vs. Abercrombie vs. Hannemann,"Aiona 45, Abercrombie 30, Hannemann 14",Aiona +15,2014
9615,2014-08-04,Cole Hargrave Snodgrass & Associates (R)*,Oklahoma Governor - Fallin vs. Dorman,"Fallin 44, Dorman 31",Fallin +13,2014
9616,2014-08-02,Harper (R),Nevada Governor - Sandoval vs. Goodman,"Sandoval 56, Goodman 34",Sandoval +22,2014
9617,2014-08-02,Talk Business Poll*,Arkansas 2nd District - Hill vs. Hays,"Hill 44, Hays 43",Hill +1,2014
9618,2014-08-02,Talk Business Poll*,Arkansas 4th District - Westerman vs. Witt,"Westerman 48, Witt 34",Westerman +14,2014
9619,2014-08-02,Talk Business Poll*,Arkansas 1st District - Crawford vs. McPherson,"Crawford 48, McPherson 33",Crawford +15,2014
9620,2014-08-01,Associated Press/GfK,President Obama Job Approval,"Approve 40, Disapprove 59",Disapprove +19,2014
9621,2014-08-01,Rasmussen Reports,Florida Governor - Scott vs. Crist,"Scott 42, Crist 41",Scott +1,2014
9622,2014-08-01,Rasmussen Reports,Illinois Governor - Rauner vs. Quinn,"Rauner 44, Quinn 39",Rauner +5,2014
9623,2014-08-01,Boston Globe*,Massachusetts Governor - Baker vs. Coakley,"Coakley 42, Baker 32",Coakley +10,2014
9624,2014-08-01,Honolulu Civil Beat/MRG,Hawaii Senate - Democratic Primary (Aug. 9),"Schatz 49, Hanabusa 41",Schatz +8,2014
9625,2014-08-01,Honolulu Civil Beat/MRG,Hawaii Governor - Democratic Primary (Aug. 9),"Ige 51, Abercrombie 41",Ige +10,2014
9626,2014-07-31,Rasmussen Reports,Michigan Governor - Snyder vs. Schauer,"Snyder 45, Schauer 42",Snyder +3,2014
9627,2014-07-31,Talk Business Poll*,Arkansas Governor - Hutchinson vs. Ross,"Hutchinson 46, Ross 41",Hutchinson +5,2014
9628,2014-07-31,Quinnipiac,Ohio: Christie vs. Clinton,"Clinton 46, Christie 37",Clinton +9,2014
9629,2014-07-31,Quinnipiac,Ohio: Paul vs. Clinton,"Clinton 46, Paul 42",Clinton +4,2014
9630,2014-07-31,Quinnipiac,Ohio: Bush vs. Clinton,"Clinton 48, Bush 37",Clinton +11,2014
9631,2014-07-30,Rasmussen Reports,Direction of Country,"Right Direction 24, Wrong Track 68",Wrong Track +44,2014
9632,2014-07-30,Rasmussen Reports,Michigan Senate - Land vs. Peters,"Peters 45, Land 39",Peters +6,2014
9633,2014-07-30,Quinnipiac,Ohio Governor - Kasich vs. FitzGerald,"Kasich 48, FitzGerald 36",Kasich +12,2014
9634,2014-07-29,The Economist/YouGov,President Obama Job Approval,"Approve 42, Disapprove 56",Disapprove +14,2014
9635,2014-07-29,The Economist/YouGov,Direction of Country,"Right Direction 27, Wrong Track 63",Wrong Track +36,2014
9636,2014-07-29,The Economist/YouGov,Congressional Job Approval,"Approve 7, Disapprove 72",Disapprove +65,2014
9637,2014-07-29,Talk Business Poll*,Arkansas Senate - Cotton vs. Pryor,"Cotton 44, Pryor 42",Cotton +2,2014
9638,2014-07-29,Courier-Journal/SurveyUSA,Kentucky Senate - McConnell vs. Grimes,"McConnell 47, Grimes 45",McConnell +2,2014
9639,2014-07-29,Mitchell Research,Michigan Senate - Land vs. Peters,"Peters 43, Land 38",Peters +5,2014
9640,2014-07-29,Mitchell Research,Michigan Governor - Snyder vs. Schauer,"Snyder 43, Schauer 39",Snyder +4,2014
9641,2014-07-29,Behavior Research Center,Arizona Governor - GOP Primary (August 26),"Ducey 13, Jones 17, Smith 8, Bennett 10, Thomas 0, Riggs 2",Jones +4,2014
9642,2014-07-28,Reuters/Ipsos,President Obama Job Approval,"Approve 38, Disapprove 58",Disapprove +20,2014
9643,2014-07-28,Rasmussen Reports*,Public Approval of Health Care Law,"For/Favor 39, Against/Oppose 57",Against/Oppose +18,2014
9644,2014-07-28,FOX News,Congressional Job Approval,"Approve 13, Disapprove 79",Disapprove +66,2014
9645,2014-07-28,FOX News,2014 Generic Congressional Vote,"Democrats 43, Republicans 41",Democrats +2,2014
9646,2014-07-28,Rasmussen Reports,2014 Generic Congressional Vote,"Democrats 41, Republicans 39",Democrats +2,2014
9647,2014-07-28,CBS News/NYT/YouGov,North Carolina Senate - Tillis vs. Hagan,"Tillis 48, Hagan 47",Tillis +1,2014
9648,2014-07-28,CBS News/NYT/YouGov,Arkansas Senate - Cotton vs. Pryor,"Cotton 50, Pryor 46",Cotton +4,2014
9649,2014-07-28,CBS News/NYT/YouGov,Colorado Senate - Gardner vs. Udall,"Udall 51, Gardner 47",Udall +4,2014
9650,2014-07-28,CBS News/NYT/YouGov,Louisiana Senate - Cassidy vs. Landrieu,"Cassidy 47, Landrieu 46",Cassidy +1,2014
9651,2014-07-28,CBS News/NYT/YouGov,Kentucky Senate - McConnell vs. Grimes,"McConnell 50, Grimes 46",McConnell +4,2014
9652,2014-07-28,CBS News/NYT/YouGov,Iowa Senate - Ernst vs. Braley,"Ernst 48, Braley 47",Ernst +1,2014
9653,2014-07-28,CBS News/NYT/YouGov,New Hampshire Senate - Brown vs. Shaheen,"Shaheen 52, Brown 42",Shaheen +10,2014
9654,2014-07-28,CBS News/NYT/YouGov,Michigan Senate - Land vs. Peters,"Peters 47, Land 48",Land +1,2014
9655,2014-07-28,CBS News/NYT/YouGov,Georgia Senate - Perdue vs. Nunn,"Perdue 50, Nunn 44",Perdue +6,2014
9656,2014-07-28,Landmark Communications*,Georgia Senate - Perdue vs. Nunn,"Perdue 43, Nunn 47",Nunn +4,2014
9657,2014-07-28,CBS News/NYT/YouGov,Alaska Senate - Sullivan vs. Begich,"Begich 49, Sullivan 37",Begich +12,2014
9658,2014-07-28,CBS News/NYT/YouGov,Alaska Senate - Treadwell vs. Begich,"Begich 47, Treadwell 45",Begich +2,2014
9659,2014-07-28,CBS News/NYT/YouGov,Montana Senate - Daines vs. Walsh,"Daines 56, Walsh 40",Daines +16,2014
9660,2014-07-28,CBS News/NYT/YouGov,Oregon Senate - Wehby vs. Merkley,"Merkley 55, Wehby 41",Merkley +14,2014
9661,2014-07-28,CBS News/NYT/YouGov,West Virginia Senate - Capito vs. Tennant,"Capito 51, Tennant 43",Capito +8,2014
9662,2014-07-28,CBS News/NYT/YouGov,Virginia Senate - Gillespie vs. Warner,"Warner 53, Gillespie 43",Warner +10,2014
9663,2014-07-28,CBS News/NYT/YouGov,Minnesota Senate - McFadden vs. Franken,"Franken 55, McFadden 41",Franken +14,2014
9664,2014-07-28,CBS News/NYT/YouGov,Illinois Governor - Rauner vs. Quinn,"Rauner 46, Quinn 43",Rauner +3,2014
9665,2014-07-28,CBS News/NYT/YouGov,Wisconsin Governor - Walker vs. Burke,"Walker 47, Burke 46",Walker +1,2014
9666,2014-07-28,CBS News/NYT/YouGov,Colorado Governor - Beauprez vs. Hickenlooper,"Hickenlooper 47, Beauprez 47",Tie,2014
9667,2014-07-28,CBS News/NYT/YouGov,Florida Governor - Scott vs. Crist,"Scott 48, Crist 43",Scott +5,2014
9668,2014-07-28,Landmark Communications*,Georgia Governor - Deal vs. Carter,"Deal 40, Carter 47",Carter +7,2014
9669,2014-07-28,CBS News/NYT/YouGov,Georgia Governor - Deal vs. Carter,"Deal 50, Carter 41",Deal +9,2014
9670,2014-07-28,CBS News/NYT/YouGov,Connecticut Governor - Foley vs. Malloy,"Foley 48, Malloy 41",Foley +7,2014
9671,2014-07-28,CBS News/NYT/YouGov,Kansas Governor - Brownback vs. Davis,"Davis 40, Brownback 52",Brownback +12,2014
9672,2014-07-28,CBS News/NYT/YouGov,Michigan Governor - Snyder vs. Schauer,"Snyder 46, Schauer 43",Snyder +3,2014
9673,2014-07-28,CBS News/NYT/YouGov,Ohio Governor - Kasich vs. FitzGerald,"Kasich 49, FitzGerald 43",Kasich +6,2014
9674,2014-07-28,CBS News/NYT/YouGov,Arkansas Governor - Hutchinson vs. Ross,"Hutchinson 48, Ross 45",Hutchinson +3,2014
9675,2014-07-28,CBS News/NYT/YouGov,Pennsylvania Governor - Corbett vs. Wolf,"Wolf 52, Corbett 39",Wolf +13,2014
9676,2014-07-28,CBS News/NYT/YouGov,Minnesota Governor - Seifert vs. Dayton,"Dayton 53, Seifert 37",Dayton +16,2014
9677,2014-07-28,CBS News/NYT/YouGov,Iowa Governor - Branstad vs. Hatch,"Branstad 51, Hatch 40",Branstad +11,2014
9678,2014-07-28,CBS News/NYT/YouGov,Massachusetts Governor - Baker vs. Coakley,"Coakley 51, Baker 36",Coakley +15,2014
9679,2014-07-28,CBS News/NYT/YouGov,Texas Governor - Abbott vs. Davis,"Abbott 54, Davis 37",Abbott +17,2014
9680,2014-07-28,CBS News/NYT/YouGov,Oregon Governor - Richardson vs. Kitzhaber,"Kitzhaber 52, Richardson 42",Kitzhaber +10,2014
9681,2014-07-28,CBS News/NYT/YouGov,Mississippi Senate - Cochran vs. Childers,"Cochran 47, Childers 33",Cochran +14,2014
9682,2014-07-28,CBS News/NYT/YouGov,New Mexico Senate - Weh vs. Udall,"Udall 52, Weh 44",Udall +8,2014
9683,2014-07-28,Rasmussen Reports,New Mexico Senate - Weh vs. Udall,"Udall 54, Weh 33",Udall +21,2014
9684,2014-07-28,CBS News/NYT/YouGov,Kansas Senate - Roberts vs. Taylor,"Roberts 54, Taylor 37",Roberts +17,2014
9685,2014-07-28,CBS News/NYT/YouGov,Nebraska Senate - Sasse vs. Domina,"Sasse 58, Domina 35",Sasse +23,2014
9686,2014-07-28,CBS News/NYT/YouGov,New Jersey Senate - Bell vs. Booker,"Booker 50, Bell 43",Booker +7,2014
9687,2014-07-28,CBS News/NYT/YouGov,Illinois Senate - Oberweis vs. Durbin,"Durbin 51, Oberweis 43",Durbin +8,2014
9688,2014-07-28,CBS News/NYT/YouGov,Hawaii Senate - Cavasso vs. Schatz,"Schatz 58, Cavasso 22",Schatz +36,2014
9689,2014-07-28,CBS News/NYT/YouGov,Hawaii Senate - Cavasso vs. Hanabusa,"Hanabusa 64, Cavasso 24",Hanabusa +40,2014
9690,2014-07-28,CBS News/NYT/YouGov,Massachusetts Senate - Addivinola vs. Markey,"Markey 59, Addivinola 34",Markey +25,2014
9691,2014-07-28,CBS News/NYT/YouGov,Massachusetts Senate - Herr vs. Markey,"Markey 61, Herr 34",Markey +27,2014
9692,2014-07-28,CBS News/NYT/YouGov,South Carolina Senate - Graham vs. Hutto,"Graham 51, Hutto 38",Graham +13,2014
9693,2014-07-28,CBS News/NYT/YouGov,South Carolina Senate - Scott vs. Dickerson,"Scott 54, Dickerson 40",Scott +14,2014
9694,2014-07-28,CBS News/NYT/YouGov,Oklahoma Senate - Inhofe vs. Silverstein,"Inhofe 56, Silverstein 32",Inhofe +24,2014
9695,2014-07-28,CBS News/NYT/YouGov,Oklahoma Senate - Lankford vs. Johnson,"Lankford 57, Johnson 34",Lankford +23,2014
9696,2014-07-28,CBS News/NYT/YouGov,Oklahoma Senate - Lankford vs. Rogers,"Lankford 59, Rogers 32",Lankford +27,2014
9697,2014-07-28,CBS News/NYT/YouGov,Texas Senate - Cornyn vs. Alameel,"Cornyn 55, Alameel 38",Cornyn +17,2014
9698,2014-07-28,CBS News/NYT/YouGov,Tennessee Senate - Alexander vs. Ball,"Alexander 48, Ball 33",Alexander +15,2014
9699,2014-07-28,CBS News/NYT/YouGov,Tennessee Senate - Alexander vs. Adams,"Alexander 48, Adams 35",Alexander +13,2014
9700,2014-07-28,CBS News/NYT/YouGov,Idaho Senate - Risch vs. Mitchell,"Risch 65, Mitchell 31",Risch +34,2014
9701,2014-07-28,CBS News/NYT/YouGov,Maine Senate - Collins vs. Bellows,"Collins 65, Bellows 29",Collins +36,2014
9702,2014-07-28,CBS News/NYT/YouGov,Wyoming Senate - Enzi vs. Hardy,"Enzi 68, Hardy 23",Enzi +45,2014
9703,2014-07-28,CBS News/NYT/YouGov,Wyoming Senate - Enzi vs. Wilde,"Enzi 73, Wilde 21",Enzi +52,2014
9704,2014-07-28,CBS News/NYT/YouGov,Arizona Governor - Jones vs. DuVal,"Jones 45, DuVal 34",Jones +11,2014
9705,2014-07-28,CBS News/NYT/YouGov,Maryland Governor - Hogan vs. Brown,"Brown 52, Hogan 39",Brown +13,2014
9706,2014-07-28,CBS News/NYT/YouGov,New Mexico Governor - Martinez vs. King,"Martinez 51, King 44",Martinez +7,2014
9707,2014-07-28,CBS News/NYT/YouGov,South Carolina Governor - Haley vs. Sheheen,"Haley 55, Sheheen 38",Haley +17,2014
9708,2014-07-28,CBS News/NYT/YouGov,Nebraska Governor - Ricketts vs. Hassebrook,"Ricketts 49, Hassebrook 41",Ricketts +8,2014
9709,2014-07-28,CBS News/NYT/YouGov,California Governor - Kashkari vs. Brown,"Brown 57, Kashkari 33",Brown +24,2014
9710,2014-07-28,CBS News/NYT/YouGov,New York Governor - Astorino vs. Cuomo,"Cuomo 56, Astorino 32",Cuomo +24,2014
9711,2014-07-28,CBS News/NYT/YouGov,New Hampshire Governor - Havenstein vs. Hassan,"Hassan 53, Havenstein 38",Hassan +15,2014
9712,2014-07-28,CBS News/NYT/YouGov,Oklahoma Governor - Fallin vs. Dorman,"Fallin 49, Dorman 40",Fallin +9,2014
9713,2014-07-28,CBS News/NYT/YouGov,Rhode Island Governor - Block vs. Taveras,"Taveras 49, Block 24",Taveras +25,2014
9714,2014-07-28,CBS News/NYT/YouGov,Tennessee Governor - Haslam vs. McKamey,"Haslam 55, McKamey 32",Haslam +23,2014
9715,2014-07-28,CBS News/NYT/YouGov,Nevada Governor - Sandoval vs. Goodman,"Sandoval 57, Goodman 33",Sandoval +24,2014
9716,2014-07-28,CBS News/NYT/YouGov,Alabama Governor - Bentley vs. Griffith,"Bentley 59, Griffith 31",Bentley +28,2014
9717,2014-07-28,CBS News/NYT/YouGov,Idaho Governor - Otter vs. Balukoff,"Otter 56, Balukoff 34",Otter +22,2014
9718,2014-07-28,CBS News/NYT/YouGov,Vermont Governor - Milne vs. Shumlin vs. Peyton,"Shumlin 52, Milne 27, Peyton 15",Shumlin +25,2014
9719,2014-07-28,CBS News/NYT/YouGov,Wyoming Governor - Mead vs. Gosar,"Mead 53, Gosar 25",Mead +28,2014
9720,2014-07-28,CBS News/NYT/YouGov,South Dakota Governor - Daugaard vs. Wismer,"Daugaard 66, Wismer 27",Daugaard +39,2014
9721,2014-07-28,FOX News,2016 Republican Presidential Nomination,"Christie 10, Bush 12, Paul 11, Ryan 9, Cruz 9, Perry 12, Rubio 9, Walker 4, Santorum 3, Jindal 4",Tie,2014
